Studio,Start time,Classes,Instructor,Sign up
ILD NJ,18:00:00,Do Not Touch | Misamo Part 4,Maylin Ramos,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8588&classDate=10/23/2023&clsLoc=1
ILD NJ,19:30:00,New Dance | Xg Part 4,Min Seon Kim,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8607&classDate=10/23/2023&clsLoc=1
