Studio,Start time,Sign up,Classes,Teacher,Co-Teacher/Assistant,Musician,Duration
Mark Morris Dance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=4991&classDate=10/11/2023&clsLoc=1,Advanced Ballet,Kelly *Slough (Mask Optional),none,Renee *Ong,2 hours
Mark Morris Dance,10:15 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5059&classDate=10/11/2023&clsLoc=1,Cunningham Technique Open Class,Andrea Weber *Cunningham (Mask Optional) (3),none,Paula Jeanine *Bennett,1 hour & 30 minutes
Mark Morris Dance,12:10 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=4934&classDate=10/11/2023&clsLoc=1,Contemporary: Simonson Technique,Laurie *De Vito (Masks Required),none,none,1 hour & 50 minutes
Mark Morris Dance,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5529&classDate=10/11/2023&clsLoc=1,Advanced Contemporary,Elena *Vazintaris,none,none,1 hour & 30 minutes
Mark Morris Dance,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=25&classId=3162&classDate=10/11/2023&clsLoc=1,Intermediate West African,Mouminatou *Camara (Mask Optional),none,none,1 hour & 30 minutes
Mark Morris Dance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=27&classId=5277&classDate=10/11/2023&clsLoc=1,Intermediate Tap,Ja'Bowen *Dixon,none,none,1 hour & 30 minutes
Mark Morris Dance,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=27&classId=5532&classDate=10/11/2023&clsLoc=1,Beginner Hip-Hop,Jillian Roberts (Masks Optional),none,none,1 hour & 30 minutes
Mark Morris Dance,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5531&classDate=10/11/2023&clsLoc=1,Gaga/people,Doron Perk *GAGA (Masks Optional) (4),none,none,1 hour
