Studio,Start time,Classes,Instructor,Sign up
Gramercy,17:30:00,Int Lyrical R&B,hunter,unavailable
Gramercy,19:00:00,Open Level Choreo,Paul Herman,unavailable
Gramercy,20:30:00,Int Hip Hop,mike da genius,unavailable
