Studio,Start time,,Classes,Teacher,Assistant,Musician,Duration
Taylor School,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=25&classId=3646&classDate=2/26/2024&clsLoc=1,Professional Level Taylor Modern,Tom Evert (1),none,Mal Stein,1 hour &30 minutes
