Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8546&classDate=10/13/2023&clsLoc=1,In-StudioM: New Dance | XG (Part 2),MJ Choi,Manhattan,1 hour & 20 minutes
ILoveDance,8:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8551&classDate=10/13/2023&clsLoc=1,In-StudioM: Baggy Jeans | NCT U (Part 2),Ying Dong,none,1 hour & 20 minutes
ILoveDance,8:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8577&classDate=10/13/2023&clsLoc=1,In-StudioM: Do Not Touch | MISAMO (Part 2),Maylin Ramos,none,1 hour & 20 minutes
