Studio,Start time,Sign up,Classes,Instructor
Modega,7:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/OCliceWabTQK3qW4G1yR,Battle Class,Castro
Modega,7:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/8FsQSWMjOYz5iXk6IiaU,Int./Adv. Choreography,Miguel Ruiz
