Studio,Start time,Sign up,Classes,Instructor
Modega,5:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/jAOZVqp5pZfvpfwgsL17,Advanced Choreography,Kai Lin
Modega,5:30 PM EDT • (60 min),https://sutrapro.com/modega/checkout/y21aKpB1YSUQSNRlGZKX,Strength and Flexibility (Bella Body Technique),Sofia Mahdavi
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/5VmkCi3e13o2EFS7fzRW,Adv. Beginner/Int. Choreography,Unique Clay
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/9c1xDD7xfoMfTE5lPDwy,All Levels Waacking,Zenta
Modega,8:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/TYTQYdTQ8hwZfCWZjCSd,Beginner/Adv. Beginner Choreography,Edson Maldonado
Modega,8:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/teOG3dCeWU7B9bITGv7Q,Intermediate House,Huu Rock
