Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8351&classDate=9/19/2023&clsLoc=1,In-StudioQ: Cake | ITZY (Part 3),Winnie Chung,Flushing,1 hour & 20 minutes
ILoveDance,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8357&classDate=9/19/2023&clsLoc=1,In-StudioQ: ISTJ | NCT DREAM (Part 3),Fernando Farias,Flushing,1 hour & 20 minutes
