Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,08:00:00,Mat Pilates Class,Phoebe Higgins,none,2024-04-22,Additional Disciplines
Mark Morris,09:00:00,Gaga/People,Alma Karvat *GAGA  (1),none,2024-04-22,Contemporary/Modern
BDC,09:00:00,Basic Hip-Hop,Tweetboogie,none,2024-04-22,Street/Choreography
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,none,2024-04-22,Ballet
BDC,09:00:00,Adv Beg Contemp Jazz,Ashley Lynne King,none,2024-04-22,Contemporary/Modern
Mark Morris,09:00:00,Gyrokinesis,Alexandra *Berger,none,2024-04-22,Additional Disciplines
Steps,09:00:00,Beg Ballet,Kathy Sullivan,none,2024-04-22,Ballet
Steps,09:15:00,Gyrokinesis,Christa Thiesing,none,2024-04-22,Additional Disciplines
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,none,2024-04-22,Additional Disciplines
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2024-04-22,Ballet
Peridance,09:30:00,Open Ballet,Greg Zane,none,2024-04-22,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Laura Kaufman (1),none,2024-04-22,Ballet
Steps,10:00:00,Rommett Floor Barre,Jodi Moccia,none,2024-04-22,Ballet
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,none,2024-04-22,Ballet
Peridance,10:00:00,Int Contemp,Jordan Ryder,none,2024-04-22,Contemporary/Modern
Gibney,10:00:00,Adv Ballet,Aaron Loux,none,2024-04-22,Ballet
Peridance,10:00:00,Adv Ballet,Igal Perry,none,2024-04-22,Ballet
BAE,10:00:00,Intro To Ballet,William Waldinger,none,2024-04-22,Ballet
Gibney,10:00:00,Contemp,Brandon Coleman,none,2024-04-22,Contemporary/Modern
Gibney,10:00:00,Contemp 2Nd Best Dance Company At 280,Hannah Garner,none,2024-04-22,Contemporary/Modern
Steps,10:00:00,Adv/Int Ballet,Kate Loh,none,2024-04-22,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Joao Carvalho (1),none,2024-04-22,Contemporary/Modern
Steps,10:15:00,Ballet Workout,Haley Neisser (4),none,2024-04-22,Ballet
Mark Morris,10:15:00,Cunningham Technique Open Class,Kimberly Bartosik *Cunningham  (2),none,2024-04-22,Contemporary/Modern
BDC,10:30:00,Basic Theater,Joey Tierno,none,2024-04-22,Theater
BAE,10:30:00,Beg Ballet,Shirley Bassat,none,2024-04-22,Ballet
BDC,10:30:00,Beg Hip-Hop,Paolo Slice Penala,none,2024-04-22,Street/Choreography
BDC,10:30:00,Int Contemp,Blue,none,2024-04-22,Contemporary/Modern
BDC,10:30:00,Beg Ballet,June Chin (1),none,2024-04-22,Ballet
Steps,10:45:00,Adv/Beg Ballet,Kathy Sullivan,none,2024-04-22,Ballet
Ballet Arts,11:00:00,2-Hour Int Ballet,Kenny Larson,none,2024-04-22,Ballet
