Studio,Start time,Classes,Instructor,Sign up
Mark Morris,10:00:00,Adv Ballet,Brandon Cournay *MMDG Dancer  (3),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=4990&classDate=10/17/2023&clsLoc=1
Mark Morris,12:00:00,Beg Modern,Claudia *McDonald,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=4613&classDate=10/17/2023&clsLoc=1
Mark Morris,13:00:00,Open Level Move & Flow,Uta Takemura (5),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=143&classId=5576&classDate=10/17/2023&clsLoc=1
Mark Morris,18:00:00,Senegalese Dance,Marie *Basse,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=25&classId=5524&classDate=10/17/2023&clsLoc=1
Mark Morris,18:30:00,Int Modern,Andrea *Murillo,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=4970&classDate=10/17/2023&clsLoc=1
Mark Morris,19:00:00,Beg Haitian,Véronëque *Ignace,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=132&classId=5549&classDate=10/17/2023&clsLoc=1
Mark Morris,19:00:00,Int Ballet,Ashley *Tuttle,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=4929&classDate=10/17/2023&clsLoc=1
Mark Morris,19:15:00,Classical Indian,Yamini *Kalluri,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=137&classId=5552&classDate=10/17/2023&clsLoc=1
Mark Morris,19:30:00,Beg Jazz,Talia *Putrino (6),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=27&classId=5526&classDate=10/17/2023&clsLoc=1
Mark Morris,19:30:00,Open Level House,Kim Holmes,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=27&classId=5527&classDate=10/17/2023&clsLoc=1
