Studio,Start time,Sign up,Classes,Teacher,Co-Teacher/Assistant,Musician,Duration
Mark Morris Dance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=3582&classDate=8/17/2023&clsLoc=1,Advanced Ballet,Kelly Slough (Mask Optional),none,Brendan Polk,2 hours
Mark Morris Dance,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5162&classDate=8/17/2023&clsLoc=1,Intermediate Contemporary,Marla *Phelan (Mask Optional),none,none,1 hour & 30 minutes
Mark Morris Dance,6:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=30&classId=5051&classDate=8/17/2023&clsLoc=1,Zumba,Bethina Sayegh-Flores (Mask Optional),none,none,1 hour
Mark Morris Dance,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=4625&classDate=8/17/2023&clsLoc=1,Intermediate Ballet,Ashley Tuttle (Masks Optional),none,Brendan Polk,1 hour & 30 minutes
Mark Morris Dance,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=27&classId=4943&classDate=8/17/2023&clsLoc=1,Open Level Waacking: Disco and Funk,CocoMotion (Masks Optional),none,none,1 hour & 30 minutes
Mark Morris Dance,6:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5033&classDate=8/17/2023&clsLoc=1,Beginner Modern,Andrea Murillo (Mask Optional) (8),none,Sonya *Belaya,1 hour & 30 minutes
Mark Morris Dance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=25&classId=5005&classDate=8/17/2023&clsLoc=1,Open Level West African,Mouminatou *Camara (Mask Optional) (9),none,none,1 hour & 30 minutes
