Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,08:00:00,Mat Pilates Class,Phoebe Higgins,none,2024-05-20,Additional Disciplines
Mark Morris,09:00:00,Gyrokinesis,Alexandra *Berger,none,2024-05-20,Additional Disciplines
Mark Morris,09:00:00,Gaga/People,Doron Perk *GAGA  (1),none,2024-05-20,Contemporary/Modern
Steps,09:00:00,Beg Ballet,Kathy Sullivan,none,2024-05-20,Ballet
BDC,09:00:00,Basic Hip-Hop,Tweetboogie,none,2024-05-20,Street/Choreography
BDC,09:00:00,Adv Beg Contemp Jazz,Ashley Lynne King,none,2024-05-20,Contemporary/Modern
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,none,2024-05-20,Ballet
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,none,2024-05-20,Additional Disciplines
Steps,09:15:00,Gyrokinesis,Christa Thiesing,none,2024-05-20,Additional Disciplines
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2024-05-20,Ballet
Peridance,09:30:00,Open Ballet,Greg Zane,none,2024-05-20,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-05-20,Ballet
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,none,2024-05-20,Ballet
Gibney,10:00:00,Embodiment Through Dance Movement Therapy At 280,Cancelled Today,none,2024-05-20,Additional Disciplines
Gibney,10:00:00,Adv Ballet,Elisa Clark,none,2024-05-20,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Amy Marshall (1),none,2024-05-20,Contemporary/Modern
Steps,10:00:00,Adv/Int Ballet,Kate Loh,none,2024-05-20,Ballet
Gibney,10:00:00,Contemp 2Nd Best Dance Company At 280,Hannah Garner,none,2024-05-20,Contemporary/Modern
Peridance,10:00:00,Int Contemp,Jordan Ryder,none,2024-05-20,Contemporary/Modern
Steps,10:00:00,Rommett Floor Barre,Jodi Moccia,none,2024-05-20,Ballet
BAE,10:00:00,Intro To Ballet,William Waldinger,none,2024-05-20,Ballet
Peridance,10:00:00,Adv Ballet,Igal Perry,none,2024-05-20,Ballet
Mark Morris,10:15:00,Cunningham Technique Open Class,Carol Teitelbaum *Cunningham  (2),none,2024-05-20,Contemporary/Modern
Steps,10:15:00,Ballet Workout,Kate Stephan,none,2024-05-20,Ballet
BAE,10:30:00,Beg Ballet,Shirley Bassat,none,2024-05-20,Ballet
BDC,10:30:00,Beg Ballet,Michele Moreno,none,2024-05-20,Ballet
BDC,10:30:00,Int Contemp,Kaitlyn Dee Snyder (1),none,2024-05-20,Contemporary/Modern
BDC,10:30:00,Beg Hip-Hop,Paolo Slice Penala,none,2024-05-20,Street/Choreography
BDC,10:30:00,Beg Tap,Sheila Pomroy,none,2024-05-20,Tap
BDC,10:30:00,Basic Theater,Joey Tierno,none,2024-05-20,Theater
Steps,10:45:00,Adv/Beg Ballet,Kathy Sullivan,none,2024-05-20,Ballet
Ballet Arts,11:00:00,2-Hour Int Ballet,Kenny Larson,none,2024-05-20,Ballet
BDC,11:00:00,All Levels Pilates,Yvette Massoudi (2),none,2024-05-20,Additional Disciplines
BAE,11:00:00,Mat Pilates Class,Vanessa Martínez de Baños,none,2024-05-20,Additional Disciplines
Peridance,11:30:00,Beg Ballet,Martha Chapman,none,2024-05-20,Ballet
Steps,11:30:00,Adv Pro Ballet,Nancy Bielski,none,2024-05-20,Ballet
Peridance,11:30:00,Adv Contemp,Elisabetta Minutoli,none,2024-05-20,Contemporary/Modern
BAE,11:30:00,Adv Beg Ballet,Julie Voshell,none,2024-05-20,Ballet
Peridance,11:30:00,Open Emergent Improvisation,Troy Ogilvie,none,2024-05-20,Additional Disciplines
Steps,11:30:00,Adv/Int Theater Jazz,Al Blackstone,none,2024-05-20,Theater
Steps,11:45:00,Int/Adv Jazz Technique,Tori Carboni (1),none,2024-05-20,Jazz
BDC,12:00:00,Adv Beg Contemp Lyrical,Canceled Today,none,2024-05-20,Contemporary/Modern
BDC,12:00:00,Adv Beg Ballet,Natalya Stavro,none,2024-05-20,Ballet
Steps,12:00:00,Beg Tap,Germaine Goodson,none,2024-05-20,Tap
Steps,12:00:00,Pilates Mat,Laura Shapiro (2),none,2024-05-20,Additional Disciplines
BDC,12:00:00,Adv Beg Tap,Jill Kenney,none,2024-05-20,Tap
BDC,12:00:00,Adv Beg Hip-Hop,Ness Martinez (3),none,2024-05-20,Street/Choreography
BDC,12:00:00,Beg Theater,Adam Wedesky (4),none,2024-05-20,Theater
BAE,12:00:00,Basic Beg Ballet,Shirley Bassat,none,2024-05-20,Ballet
BAE,12:00:00,Int Ballet,Brigid Boden (1),none,2024-05-20,Ballet
BDC,12:00:00,Adv Beg Contemp,Maleek Washington,none,2024-05-20,Contemporary/Modern
Mark Morris,12:00:00,Beg Modern,Nicole *Philippidis,none,2024-05-20,Contemporary/Modern
Gibney,12:00:00,Contemp,Brandon Coleman,none,2024-05-20,Contemporary/Modern
Steps,12:30:00,Beg Theater Jazz,Krystyna Resavy,none,2024-05-20,Theater
