Studio,Start time,,Class Schedule,Instructor,Studio,Duration
Ailey Studios,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146824930&classDate=12/8/2023&clsLoc=1,ONLINE: Absolute Beginner Ballet,Lisa Johnson-Willingham (1),none,1 hour &30 minutes
Ailey Studios,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146825407&classDate=12/8/2023&clsLoc=1,ONLINE New Way Vogue,Jason Rodriguez,none,1 hour &30 minutes
