Studio,Start time,Sign up,Classes,Teacher,Location,Duration
Peridance,9:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6672&classDate=9/7/2023&clsLoc=1,Open Ballet,Kathy Sullivan,Peridance Center,1 hour & 30 minutes
Peridance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6797&classDate=9/7/2023&clsLoc=1,Adv Ballet,Elizabeth Ferrell,Peridance Center,1 hour & 30 minutes
Peridance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6744&classDate=9/7/2023&clsLoc=1,Inter Movement Fundamentals,Assaf Salhov,Peridance Center,1 hour & 30 minutes
Peridance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=6743&classDate=9/7/2023&clsLoc=1,Open Dance Theater,Anabella Lenzu,Peridance Center,1 hour & 30 minutes
Peridance,11:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=74&classId=6673&classDate=9/7/2023&clsLoc=1,Open Pointe,Kathy Sullivan,Peridance Center,30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5526&classDate=9/7/2023&clsLoc=1,Adv Contemporary,Chris Ralph,Peridance Center,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6722&classDate=9/7/2023&clsLoc=1,Beg Ballet,Martha Chapman,Peridance Center,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=4330&classDate=9/7/2023&clsLoc=1,Open Yoga,Sarah Iguchi (1),Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5437&classDate=9/7/2023&clsLoc=1,Adv Contemporary,Max Stone,Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6186&classDate=9/7/2023&clsLoc=1,Inter Ballet,Kate Loh,Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5452&classDate=9/7/2023&clsLoc=1,Open Heels,Hector Invictus Lopez,Peridance Center,1 hour & 30 minutes
Peridance,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5600&classDate=9/7/2023&clsLoc=1,Inter Choreography,Tomoko Ishikawa,Peridance Center,1 hour & 30 minutes
Peridance,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6800&classDate=9/7/2023&clsLoc=1,Open Hip Hop | MOPTOP,Link _,Peridance Center,1 hour & 30 minutes
Peridance,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5948&classDate=9/7/2023&clsLoc=1,Open Ballet/Pointe,Dianna Warren,Peridance Center,1 hour & 30 minutes
Peridance,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5387&classDate=9/7/2023&clsLoc=1,Open House,Sekou Heru,Peridance Center,1 hour & 30 minutes
Peridance,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5426&classDate=9/7/2023&clsLoc=1,Adv Contemporary,Mathew James | URBAN TRIBE,Peridance Center,1 hour & 30 minutes
Peridance,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6813&classDate=9/7/2023&clsLoc=1,Inter Hip Hop,"Tomoe ""Beasty"" Carr",none,1 hour & 30 minutes
Peridance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5396&classDate=9/7/2023&clsLoc=1,Adv Choreography,Kara Lee (2),Peridance Center,1 hour & 30 minutes
Peridance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=6762&classDate=9/7/2023&clsLoc=1,Beg Ballet,Greg Zane,Peridance Center,1 hour & 30 minutes
Peridance,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=6691&classDate=9/7/2023&clsLoc=1,Beg Contemporary Jazz,Leslie Blake Walker (3),Peridance Center,1 hour & 30 minutes
Peridance,8:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6749&classDate=9/7/2023&clsLoc=1,Adv Contemporary,Tushrik Fredericks,Peridance Center,1 hour & 30 minutes
Peridance,8:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6748&classDate=9/7/2023&clsLoc=1,Inter Hip Hop,Dr. Ew,Peridance Center,1 hour & 30 minutes
Peridance,8:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6719&classDate=9/7/2023&clsLoc=1,Open Old Way Vogue,Paris Hairston (4),Peridance Center,1 hour & 30 minutes
