Studio,Start time,Sign up,Classes,Teacher,Duration
Cumbe Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=3997&classDate=8/23/2023&clsLoc=1,Afro-Brazilian and Samba [All Levels],Quenia Ribeiro,1 hour & 30 minutes
Cumbe Dance Center,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=3995&classDate=8/23/2023&clsLoc=1,Congolese Dance and Drum [All Levels],Andoche Loubaki,1 hour & 30 minutes
