Studio,Time,Classes,Instructor,Sign up,Date,Style
Modega,09:00:00,All Levels Krump,Brian Hallow Dreamz,https://sutrapro.com/modega/checkout/BLNOhG8KLnbv3yecoqCf,2024-02-08,Street/Choreography
Steps,09:00:00,Int Ballet,Michelle Cave,none,2024-02-08,Ballet
BDC,09:00:00,Beg Contemp,Jenifer Dillow,none,2024-02-08,Contemporary/Modern
Taylor School,09:00:00,Yoga,Erica Caruso,none,2024-02-08,Contemporary/Modern
BDC,09:00:00,Adv Beg Ballet,June Chin (1),none,2024-02-08,Ballet
BAE,09:15:00,Adv Beg Ballet,Shirley Bassat,none,2024-02-08,Ballet
BDC,09:15:00,Moving Meditation,Mariangel Romero,none,2024-02-08,Additional Disciplines
ILD NJ,09:30:00,Beg Kpop,Regina Lustre,none,2024-02-08,Additional Disciplines
Peridance,09:30:00,Open Ballet,Kathy Sullivan,none,2024-02-08,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-02-08,Ballet
Ballet Arts,10:00:00,Open Level Ballet,Yumiko Niimi,none,2024-02-08,Ballet
Gibney,10:00:00,Super Chill Ballet,Doron Perk,none,2024-02-08,Ballet
Steps,10:00:00,Adv Pro Ballet,Maxim Beloserkovsky,none,2024-02-08,Ballet
Mark Morris,10:00:00,Beg Ballet,Tristan *Grannum,none,2024-02-08,Ballet
Peridance,10:00:00,Adv Ballet,Elizabeth Ferrell,none,2024-02-08,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Alex Clayton (4),none,2024-02-08,Contemporary/Modern
Gibney,10:00:00,Contemp Movement,Cancelled Today,none,2024-02-08,Contemporary/Modern
Gibney,10:00:00,Contemp Release,Wesley Ensminger,none,2024-02-08,Contemporary/Modern
Steps,10:00:00,Beg Jazz,Emily Bufferd,none,2024-02-08,Jazz
BAE,10:00:00,Intro To Ballet,Marsha Knight,none,2024-02-08,Ballet
Ailey,10:00:00,Beg Ballet,Ronald Alexander,none,2024-02-08,Ballet
Peridance,10:00:00,Int Graham,Caterina Rago,none,2024-02-08,Contemporary/Modern
BDC,10:30:00,Int Ballet,Michael Cusumano (2),none,2024-02-08,Ballet
BDC,10:30:00,Beg Hip-Hop,Ness Martinez,none,2024-02-08,Street/Choreography
Steps,10:30:00,Int Broadway Tap,Andrew Winans,none,2024-02-08,Tap
BDC,10:30:00,Adv Beg Theater,Jason Wise,none,2024-02-08,Theater
Steps,10:30:00,Rommett Floor Barre,Marguerite Wesley,none,2024-02-08,Ballet
BDC,10:30:00,Basic Tap,Ali Dietz,none,2024-02-08,Tap
BDC,10:30:00,Adv Beg Contemp,Eric Campros,none,2024-02-08,Contemporary/Modern
Steps,11:00:00,Adv/Beg Ballet,Temple Kemezis,none,2024-02-08,Ballet
