Studio,Start time,,Sessions,Teacher,Studio,Duration
Gibney,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=13068&classDate=12/21/2023&clsLoc=1,Ballet with Gilbert T Small II at 890,Gilbert T Small II,Gibney 890: Studio 5-2,1 hour &45 minutes
Gibney,10:00 am EST,none,Contemporary Release with Wesley Ensminger at 280,Cancelled Today,none,1 hour &45 minutes
Gibney,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13005&classDate=12/21/2023&clsLoc=1,Contemporary with Baye & Asa at 280,Baye & Asa,Gibney 280: Studio C,1 hour &45 minutes
Gibney,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_debf.asp?tg=52&classId=13015&classDate=12/21/2023&clsLoc=1,Contemporary/Modern with Oliver Steele at 280,Oliver Steele,Gibney 280: Studio C,1 hour &45 minutes
Gibney,12:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12847&classDate=12/21/2023&clsLoc=1,Zena Rommett Floor-Barre® at 280,Jodi Moccia,Gibney 280: Studio E,1 hour &30 minutes
Gibney,2:00 pm EST,none,Pilates Mat Class for Dancers: Movement Research at 280,Cancelled Today,none,1 hour &15 minutes
Gibney,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13053&classDate=12/21/2023&clsLoc=1,Contemporary at 280,Jesse Obremski,Gibney 280: Studio C,1 hour &45 minutes
Gibney,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=13069&classDate=12/21/2023&clsLoc=1,Intermediate/Advanced Beginner Ballet with Kat Wildish at 890,Kat Wildish,Gibney 890: Studio 5-2,1 hour
