Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147082816&classDate=12/21/2023&clsLoc=1,In-Studio Int Ballet,Cave,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086997&classDate=12/21/2023&clsLoc=1,In-Studio Int/Adv Pro Ballet,Fairchild (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087080&classDate=12/21/2023&clsLoc=1,In-Studio Adv Pro Ballet,Beloserkovsky,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087081&classDate=12/21/2023&clsLoc=1,In-Studio Rommett Floor Barre,Wesley,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147084561&classDate=12/21/2023&clsLoc=1,In-Studio Adv/Beg Ballet,Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087003&classDate=12/21/2023&clsLoc=1,In-Studio Adv Pro Ballet,Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087004&classDate=12/21/2023&clsLoc=1,In-Studio Int Ballet,Hara,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087005&classDate=12/21/2023&clsLoc=1,In-Studio Adv/Int Ballet,Giljane,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087084&classDate=12/21/2023&clsLoc=1,In-Studio Beg/Int Ballet,Liceica (2),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085571&classDate=12/21/2023&clsLoc=1,In-Studio Adv/Beg Contemporary,"Jackson, M",Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087942&classDate=12/21/2023&clsLoc=1,In-Studio Int Contemporary,Minutoli,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087006&classDate=12/21/2023&clsLoc=1,In-Studio Adv/Int Contemporary,Drablos,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085575&classDate=12/21/2023&clsLoc=1,In-Studio Beg Contemporary,Bufferd,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087742&classDate=12/21/2023&clsLoc=1,In-Studio Int/Adv Contemporary Fusion,Karr (3),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087768&classDate=12/21/2023&clsLoc=1,In-Studio Beg Jazz,Bufferd,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087143&classDate=12/21/2023&clsLoc=1,In-Studio Int Commercial Jazz,Gold,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087007&classDate=12/21/2023&clsLoc=1,In-Studio Adv/Int Jazz,Roshe,Steps on Broadway,1 hour &30 minutes
