Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,4:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088076&classDate=1/4/2024&clsLoc=1,Virtual 90 Adv/Beg Jazz Across the Floor,Stanfield (8),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088429&classDate=1/4/2024&clsLoc=1,Virtual 90 Int/Adv Jazz,Pearce,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088435&classDate=1/4/2024&clsLoc=1,Virtual Spotlight: Adv/Int Contemporary Jazz,Jarosz,Steps on Broadway,2 hours
Steps on Broadway,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087421&classDate=1/4/2024&clsLoc=1,Virtual 90 Open Street Styles,Taylor Jr.,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147083162&classDate=1/4/2024&clsLoc=1,Virtual 60 Pilates Mat,Cummings,Steps on Broadway,1 hour
Steps on Broadway,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=90&classId=2147084464&classDate=1/4/2024&clsLoc=1,Virtual 60 Cardio Dance,"Star, Hito",Steps on Broadway,1 hour
Steps on Broadway,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088132&classDate=1/4/2024&clsLoc=1,Virtual 90 Int Broadway Tap,Winans,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082398&classDate=1/4/2024&clsLoc=1,Virtual 90 Basic Tap,Carminucci,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147088405&classDate=1/4/2024&clsLoc=1,Virtual 90 Int Tap,"Dixon, J.",Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082399&classDate=1/4/2024&clsLoc=1,Virtual 90 Beg Tap,Carminucci,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084916&classDate=1/4/2024&clsLoc=1,Virtual 90 Adv/Beg Tap,Korenblum,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082620&classDate=1/4/2024&clsLoc=1,Virtual 90 Int Tap,Grant,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082465&classDate=1/4/2024&clsLoc=1,Virtual 90 Adv/Beg Tap,Carminucci,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147087834&classDate=1/4/2024&clsLoc=1,Virtual 90 Adv/Int Theater Jazz,Alex Sanchez (9),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147085701&classDate=1/4/2024&clsLoc=1,Virtual 90 Adv Theater Dance,Meahl (10),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082355&classDate=1/4/2024&clsLoc=1,Virtual 90 Int Classic Theater Jazz,Moore,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147084663&classDate=1/4/2024&clsLoc=1,Virtual 90 Adv/Int Theater Jazz,Griffin,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=91&classId=2147082407&classDate=1/4/2024&clsLoc=1,Virtual 90 Open Capoeira,da Silva,Steps on Broadway,1 hour &30 minutes
