Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Basic Contemp,Lorena Cobos,none,2024-01-02,Contemporary/Modern
BDC,09:00:00,Basic Theater,Cara Leggio (2),none,2024-01-02,Theater
BDC,09:00:00,Adv Beg Ballet,June Chin (1),none,2024-01-02,Ballet
Steps,09:00:00,Int Ballet,Cave,none,2024-01-02,Ballet
BAE,09:15:00,Adv Beg Ballet,Ginger Thatcher (1),none,2024-01-02,Ballet
BDC,09:15:00,All Levels Yoga And Meditation,Mariangel Romero (3),none,2024-01-02,Additional Disciplines
Peridance,09:30:00,Open Ballet,Kathy Sullivan,none,2024-01-02,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,"Kaufman, L. (1)",none,2024-01-02,Ballet
Steps,10:00:00,Adv Pro Ballet,Beloserkovsky,none,2024-01-02,Ballet
Mark Morris,10:00:00,Adv Ballet,Brandon Cournay *MMDG Dancer  (1),none,2024-01-02,Ballet
Ballet Arts,10:00:00,Open Level Ballet,Yumiko Niimi,none,2024-01-02,Ballet
Peridance,10:00:00,Adv Contemp | Guest Class,Mike Tyus & Luca Renzi,none,2024-01-02,Contemporary/Modern
Ailey,10:00:00,Adv Beg Ballet,Ronald Alexander,none,2024-01-02,Ballet
Gibney,10:00:00,Ballet,Cancelled Today,none,2024-01-02,Ballet
Gibney,10:00:00,Countertechnique,Anouk van Dijk,none,2024-01-02,Additional Disciplines
Gibney,10:00:00,Countertechnique,Cancelled Today,none,2024-01-02,Additional Disciplines
Peridance,10:00:00,Adv Ballet,Jillian Davis (1),none,2024-01-02,Ballet
BAE,10:00:00,Mat Pilates Class,Ashley Carter,none,2024-01-02,Additional Disciplines
BAE,10:00:00,Basic Beg Ballet,Ashley Talluto (2),none,2024-01-02,Ballet
Peridance,10:30:00,Open Zena Rommett Floor-Barre,LuAnn Leonard,none,2024-01-02,Ballet
BDC,10:30:00,Adv Beg Tap,Canceled Today,none,2024-01-02,Tap
BDC,10:30:00,Adv Beg Theater,Jason Wise,none,2024-01-02,Theater
BDC,10:30:00,Beg Ballet,Michael Cusumano (4),none,2024-01-02,Ballet
BDC,10:30:00,Adv Beg Contemp,Eric Campros,none,2024-01-02,Contemporary/Modern
Steps,10:30:00,Rommett Floor Barre,Wesley,none,2024-01-02,Ballet
BDC,10:45:00,All Levels Lastics Stretch Technique,Donna Flagg,none,2024-01-02,Additional Disciplines
