BDC,09:00:00,Basic Theater,Cara Leggio (2),none,2024-01-02,Theater
BDC,10:30:00,Adv Beg Theater,Jason Wise,none,2024-01-02,Theater
Steps,11:30:00,Adv/Beg Theater Jazz,Dolan,none,2024-01-02,Theater
BDC,12:00:00,Int Theater,Andrew Wilson,none,2024-01-02,Theater
BDC,12:00:00,Beg Broadway Jazz,Ena Hashimoto (6),none,2024-01-02,Theater
Steps,13:15:00,Adv Theater Dance,Kimelman (7),none,2024-01-02,Theater
Steps,13:15:00,Int Classic Theater Jazz,Moore,none,2024-01-02,Theater
BDC,15:00:00,Beg Theater,Marjorie Failoni,none,2024-01-02,Theater
BDC,16:30:00,Adv Beg Theater,Quisha Freeman,none,2024-01-02,Theater
Steps,16:45:00,Adv/Int Theater Jazz,Griffin,none,2024-01-02,Theater
Ballet Arts,17:30:00,Theater Dance Repertory !,Stephen Reed,none,2024-01-02,Theater
BDC,18:00:00,Beg Theater,Josh Walden,none,2024-01-02,Theater
Steps,18:30:00,Adv/Beg Theater Jazz,Biagini,none,2024-01-02,Theater
