Studio,Start time,Sign up,Classes,Instructor
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/tZu3oi4vo5eygJrAnPGk,Beg/Adv. Beg. Hip-Hop Choreography,Jillian Roberts
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/,All Levels Flexn (canceled),Cal Hunt
Modega,6:30 PM EDT • (85 min),https://sutrapro.com/modega/checkout/pYHrnOiWCGd7nllMnBrX,Int./Adv. Choreography,Minh Nguyen
Modega,8:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/wpJz8dxx9EbO0d680V8a,All Levels Litefeet,Jayy Black
Modega,8:00 PM EDT • (85 min),https://sutrapro.com/modega/checkout/9jZJjV1w5eFjkCmLEosD,Int./Adv.Choreography,Halima Dodo
Modega,9:30 PM EDT • (120 min),https://sutrapro.com/modega/checkout/YiO4yKwaKxCfPbV6DKwf,"""Every Thursday"" Open Hip-Hop Session","CJ & Darien Van Rensalier & Paco ""Hopskotch"" Valencia & 8-Legx"
