Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=9636&classDate=5/20/2024&clsLoc=1,In-StudioNJ: SHEESH | BABYMONSTER (Part 4),Maylin Ramos,Fort Lee Studio 1,1 hour &20 minutes
ILoveDance,7:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=9714&classDate=5/20/2024&clsLoc=1,In-StudioNJ: Midas Touch | KISS OF LIFE (Part 4),Min Seon Kim,Fort Lee Studio 1,1 hour &20 minutes
