Studio,Start time,,Sessions,Teacher,Studio,Duration
Gibney,10:00 am EDT,none,Advanced Ballet with Elisa Clark at 890,Elisa Clark,Gibney 890: Studio 5-2,1 hour &45 minutes
Gibney,10:00 am EDT,none,Contemporary: 2nd Best Dance Company at 280,Hannah Garner,Gibney 280: Studio C,1 hour &45 minutes
Gibney,10:00 am EDT,none,Embodiment through Dance Movement Therapy at 280,Cancelled Today,none,1 hour &45 minutes
Gibney,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13267&classDate=5/20/2024&clsLoc=1,Contemporary with Brandon Coleman at 280,Brandon Coleman,Gibney 280: Studio C,1 hour &45 minutes
Gibney,2:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13270&classDate=5/20/2024&clsLoc=1,MELT Method at 280,Claudia Brown,Gibney 280: Studio D,1 hour &30 minutes
Gibney,2:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13269&classDate=5/20/2024&clsLoc=1,Physical Theater: Storytelling for Dancers at 280,Kelly Ashton Todd,Gibney 280: Studio C,1 hour &45 minutes
Gibney,4:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13272&classDate=5/20/2024&clsLoc=1,Emergent Improvisation at 280 (MASKS REQUIRED),Alexis Vinzons,Gibney 280: Studio C,1 hour &45 minutes
Gibney,6:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=13273&classDate=5/20/2024&clsLoc=1,Beginner Ballez with MJ Markovitz at 890,MJ Markovitz,Gibney 890: Studio 5-2,1 hour &30 minutes
