Studio,Start time,,Sessions,Teacher,Studio,Duration
Gibney,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=13026&classDate=1/8/2024&clsLoc=1,Advanced Ballet with Elisa Clark at 890,Elisa Clark,Gibney 890: Studio 5-2,1 hour &45 minutes
Gibney,10:00 am EST,none,Contemporary: 2nd Best Dance Company at 280,Cancelled Today,none,1 hour &45 minutes
Gibney,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13118&classDate=1/8/2024&clsLoc=1,Contemporary/Modern with Oliver Steele at 280,Oliver Steele,Gibney 280: Studio C,1 hour &45 minutes
Gibney,12:00 pm EST,none,Embodiment through Dance Movement Therapy at 280,Cancelled Today,none,1 hour &45 minutes
Gibney,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13117&classDate=1/8/2024&clsLoc=1,MELT Method at 280,Claudia Brown,Gibney 280: Studio D,1 hour &30 minutes
Gibney,4:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13041&classDate=1/8/2024&clsLoc=1,Emergent Improvisation with Troy Ogilvie at 280 (MASKS REQUIRED),Teacher TBD,Gibney 280: Studio C,1 hour &45 minutes
Gibney,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=13114&classDate=1/8/2024&clsLoc=1,Beginner Ballez with MJ Markovitz at 890,MJ Markovitz,Gibney 890: Studio 5-2,1 hour &30 minutes
Gibney,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13115&classDate=1/8/2024&clsLoc=1,Contemporary at 280,Miriam Gittens,Gibney 280: Studio C,1 hour &45 minutes
