Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,09:00:00,Adv Beg Ballet,Shirley Bassat,none,2024-02-16,Ballet
BDC,09:00:00,Basic Ballet,Erica Ratkovicz (1),none,2024-02-16,Ballet
BDC,09:00:00,Adv Beg Lyrical,Emily Bufferd,none,2024-02-16,Contemporary/Modern
Mark Morris,09:00:00,Open Level Pilates,Andrea *Murillo,none,2024-02-16,Additional Disciplines
BDC,09:00:00,Adv Beg Hip-Hop,Paolo Slice Penala,none,2024-02-16,Street/Choreography
Steps,09:00:00,Open Level Yoga,Devin Mae Conway,none,2024-02-16,Additional Disciplines
BDC,09:15:00,Stretch & Strengthen,Alyssa Click,none,2024-02-16,Additional Disciplines
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2024-02-16,Ballet
Steps,09:30:00,Beg Ballet,Temple Kemezis,none,2024-02-16,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-02-16,Ballet
Peridance,10:00:00,Int Contemp,Guanglei Hui,none,2024-02-16,Contemporary/Modern
Steps,10:00:00,Adv/Int Ballet,Kate Loh,none,2024-02-16,Ballet
BAE,10:00:00,Intro To Ballet,Marsha Knight,none,2024-02-16,Ballet
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,none,2024-02-16,Ballet
Gibney,10:00:00,Contemp,Kevin Pajarillaga,none,2024-02-16,Contemporary/Modern
Gibney,10:00:00,Gaga/People At 280,Jim Greavat,none,2024-02-16,Contemporary/Modern
Gibney,10:00:00,Ballet At 890,Cherylyn Lavagnino,none,2024-02-16,Ballet
Peridance,10:00:00,Adv Ballet,Igal Perry,none,2024-02-16,Ballet
Steps,10:00:00,Ballet Workout,Kate Stephan,none,2024-02-16,Ballet
Taylor School,10:00:00,Master Class Series,Yoshito Sakuraba (5),none,2024-02-16,Contemporary/Modern
BAE,10:00:00,Mat Pilates Class,Ashley Carter,none,2024-02-16,Additional Disciplines
Gibney,10:00:00,Klein Technique Dance/Movement Class At 280,Barbara Mahler,none,2024-02-16,Additional Disciplines
Mark Morris,10:15:00,Cunningham Technique Open Class,Janet Charleston *Cunningham  (11),none,2024-02-16,Contemporary/Modern
BDC,10:30:00,Beg Ballet,Michele Moreno,none,2024-02-16,Ballet
BDC,10:30:00,Beg Hip-Hop,AntBoogie,none,2024-02-16,Street/Choreography
BDC,10:30:00,Adv Beg Tap,Madison Hilligoss,none,2024-02-16,Tap
BDC,10:30:00,Int Precision Jazz,Katie Walker,none,2024-02-16,Jazz
BDC,10:30:00,Basic Theater,Adam Wedesky,none,2024-02-16,Theater
Ballet Arts,11:00:00,2-Hour Int Ballet,Kenny Larson,none,2024-02-16,Ballet
Steps,11:00:00,Adv/Beg Broadway Tap,Andrew Black,none,2024-02-16,Tap
Steps,11:00:00,Int Contemp,Michaela McGowan (1),none,2024-02-16,Contemporary/Modern
Steps,11:15:00,Adv/Beg Contemp Modern,Briana Reed,none,2024-02-16,Contemporary/Modern
BAE,11:30:00,Int Ballet,Elizabeth Walker,none,2024-02-16,Ballet
Peridance,11:30:00,Int Contemp Release,Wesley Ensminger,none,2024-02-16,Contemporary/Modern
Steps,11:30:00,Adv Pro Ballet,Nancy Bielski,none,2024-02-16,Ballet
Peridance,11:30:00,Beg House,Huu Rock,none,2024-02-16,Street/Choreography
Peridance,11:30:00,Beg Ballet,Yuka Kawazu,none,2024-02-16,Ballet
BAE,11:30:00,Basic Beg Ballet,Shirley Bassat,none,2024-02-16,Ballet
Steps,11:45:00,Adv/Int Ballet,Elena Kunikova,none,2024-02-16,Ballet
BDC,12:00:00,Adv Beg Ballet,Natalya Stavro,none,2024-02-16,Ballet
Gibney,12:00:00,Contemp/Modern,Oliver Steele,none,2024-02-16,Contemporary/Modern
BDC,12:00:00,Adv Beg Theater,Amanda LaMotte,none,2024-02-16,Theater
BDC,12:00:00,Adv Beg Contemp Lyrical,Canceled Today,none,2024-02-16,Contemporary/Modern
BDC,12:00:00,Beg Jazz Funk,Chio,none,2024-02-16,Street/Choreography
Steps,12:00:00,Pilates Mat,Laura Shapiro (7),none,2024-02-16,Additional Disciplines
Peridance,12:00:00,Open Yoga,Erin Lyons (1),none,2024-02-16,Additional Disciplines
BDC,12:00:00,Adv Beg Comm Jazz,Michael McCrary,none,2024-02-16,Jazz
BDC,12:00:00,Basic Tap,Jill Kenney,none,2024-02-16,Tap
Mark Morris,12:00:00,Beg/Int Broadway Jazz,Avital Asuleen,none,2024-02-16,Theater
Steps,12:30:00,Beg/Int Jazz,Tommy Scrivens (4),none,2024-02-16,Jazz
Steps,12:45:00,Int Broadway Tap,Andrew Black,none,2024-02-16,Tap
