Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,9:00 am  EST,none,Ed Dept ISOLATION & WAVING DRILLS with Kenichi Kasamatsu,ITP Master Class,Studio 5,1 hour & 30 minutes
Broadway Dance Center,9:00 am  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18157&classDate=11/8/2023&clsLoc=1,IN-PERSON: Beg LYRICAL with Emily Bufferd,Emily Bufferd,Studio 3,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18290&classDate=11/8/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Dre Torres,Dre Torres,Studio B,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18231&classDate=11/8/2023&clsLoc=1,IN-PERSON: Int BALLET with Deanna Doyle,Deanna Doyle,Studio A,1 hour & 30 minutes
Broadway Dance Center,11:00 am  EST,none,Ed Dept Company Ballet,ProSem Master,CTP,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18084&classDate=11/8/2023&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY LYRICAL with Tracie Stanfield,Tracie Stanfield,Studio 3,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18160&classDate=11/8/2023&clsLoc=1,IN-PERSON: Beg JAZZ FUNK with Chio,Chio,Studio 5,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18566&classDate=11/8/2023&clsLoc=1,IN-PERSON: Int Adv THEATER with Chip Abbott,Chip Abbott,Studio 5,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18280&classDate=11/8/2023&clsLoc=1,IN-PERSON: Basic TAP with Avital Asuleen,Avital Asuleen,Studio B,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18343&classDate=11/8/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY FUSION with Camryn Brothers,Camryn Brothers,Studio A,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18179&classDate=11/8/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Brent McBeth,Brent McBeth,Studio B,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18232&classDate=11/8/2023&clsLoc=1,IN-PERSON: Basic BALLET with Deanna Doyle,Deanna Doyle,Studio 4,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18544&classDate=11/8/2023&clsLoc=1,IN-PERSON: Adv Beg HIP-HOP with AntBoogie,AntBoogie,Studio 3,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18088&classDate=11/8/2023&clsLoc=1,IN-PERSON: Beg BALLET with Dorit Koppel,Dorit Koppel,Studio A,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18495&classDate=11/8/2023&clsLoc=1,IN-PERSON: Int THEATER with Sarah Meahl,Sarah Meahl,Studio 5,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18333&classDate=11/8/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Mark Albrecht,Mark Albrecht,Studio B,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18590&classDate=11/8/2023&clsLoc=1,IN-PERSON: Beg CONTEMPORARY JAZZ with Julia Kane,Julia Kane,Studio 4,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EST,none,IN-PERSON: Int Adv THEATER with Josh Assor,Canceled Today,none,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18387&classDate=11/8/2023&clsLoc=1,IN-PERSON: Basic AFRO'DANCE with Angel Kaba,Angel Kaba,Studio 4,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18571&classDate=11/8/2023&clsLoc=1,IN-PERSON: Beg TAP with Yuka Kameda,Yuka Kameda,Studio B,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18301&classDate=11/8/2023&clsLoc=1,IN-PERSON: Adv Beg HEELS with Yvonne Marie Sain,TBA (4),Studio 3,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18276&classDate=11/8/2023&clsLoc=1,IN-PERSON: Adv CONTEMPORARY FUSION with Marinda Davis,Marinda Davis,Studio A,1 hour & 30 minutes
Broadway Dance Center,9:00 am  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18372&classDate=11/8/2023&clsLoc=1,IN-PERSON: Beg BALLET with Ted Keener,Ted Keener,Studio A,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18560&classDate=11/8/2023&clsLoc=1,IN-PERSON: Adv Beg HIP-HOP with Paolo Penala,Paolo Slice Penala,Studio 5,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18561&classDate=11/8/2023&clsLoc=1,IN-PERSON: Basic THEATER with Morgan Rose,Morgan Rose,Studio 3,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18104&classDate=11/8/2023&clsLoc=1,IN-PERSON: Adv Beg BALLET with Natalya Stavro,Natalya Stavro,Studio A,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18374&classDate=11/8/2023&clsLoc=1,IN-PERSON: Adv Beg THEATER with Ian Klein,Daniel Gold (1),Studio 4,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18221&classDate=11/8/2023&clsLoc=1,IN-PERSON: Beg THEATER TAP with Doug Shankman,Doug Shankman,Studio B,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18207&classDate=11/8/2023&clsLoc=1,IN-PERSON: Basic HIP-HOP with Geheny Rivera,Geheny Rivera,Studio 3,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18111&classDate=11/8/2023&clsLoc=1,IN-PERSON: Beg JUMPS AND TURNS with Eric Campros,Eric Campros,Studio 4,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18140&classDate=11/8/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ with Sheila Barker,Sheila Barker,Studio A,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18199&classDate=11/8/2023&clsLoc=1,IN-PERSON: Adv Beg THEATER with Jason Wise,Jason Wise,Studio 3,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18285&classDate=11/8/2023&clsLoc=1,IN-PERSON: Int STREET JAZZ with Bo Park,Youlmae Kim (2),Studio 5,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EST,none,IN-PERSON: All Levels VOICE with Eric Fotre Leach,Canceled Today,Studio 4,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18119&classDate=11/8/2023&clsLoc=1,IN-PERSON: Int TAP with Ray Hesselink,Ray Hesselink,Studio B,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18131&classDate=11/8/2023&clsLoc=1,IN-PERSON: Adv Beg COMMERCIAL JAZZ with Debbie Wilson,Debbie Wilson,Studio A,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18580&classDate=11/8/2023&clsLoc=1,IN-PERSON: Adv CHOREOGRAPHY FUSION with Jake Kodish,Jake Kodish,Studio 5,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18256&classDate=11/8/2023&clsLoc=1,IN-PERSON: Beg HIP-HOP FOUNDATIONS with Ms Vee,Ms Vee,Studio 3,1 hour & 30 minutes
