Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=9245&classDate=3/6/2024&clsLoc=1,In-StudioM: Killin' It | P1Harmony (Part 1),Ying Dong,Manhattan,1 hour &20 minutes
ILoveDance,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=9321&classDate=3/6/2024&clsLoc=1,In-StudioM: Mr. Vampire | ITZY (Part 1),Maylin Ramos,none,1 hour &20 minutes
ILoveDance,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=6064&classDate=3/6/2024&clsLoc=1,In-StudioM: Adv Beg Choreography,Alice Wu,Manhattan,1 hour &20 minutes
