Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,08:00:00,Mat Pilates Class,Phoebe Higgins,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7903&classDate=9/25/2023&clsLoc=1,2023-09-25,Additional Disciplines
BAE,09:00:00,Adv Beg Ballet,Shirley Bassat (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7969&classDate=9/25/2023&clsLoc=1,2023-09-25,Ballet
Steps,09:00:00,Beg Ballet,Sullivan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147080412&classDate=9/25/2023&clsLoc=1,2023-09-25,Ballet
BDC,09:00:00,Adv Beg Contemp Jazz,Ashley Lynne King,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18318&classDate=9/25/2023&clsLoc=1,2023-09-25,Contemporary/Modern
Mark Morris,09:00:00,Gaga/People,Doron Perk *GAGA  (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=4953&classDate=9/25/2023&clsLoc=1,2023-09-25,Contemporary/Modern
Mark Morris,09:00:00,Gyrokinesis,Alexandra *Berger,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=29&classId=3125&classDate=9/25/2023&clsLoc=1,2023-09-25,Additional Disciplines
BDC,09:00:00,Basic Ballet,Ted Keener,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18371&classDate=9/25/2023&clsLoc=1,2023-09-25,Ballet
Steps,09:15:00,Gyrokinesis,Thiesing,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087071&classDate=9/25/2023&clsLoc=1,2023-09-25,Additional Disciplines
BDC,09:15:00,All Levels Yoga And Meditation,Alyssa Click (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18338&classDate=9/25/2023&clsLoc=1,2023-09-25,Additional Disciplines
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2288&classDate=9/25/2023&clsLoc=1,2023-09-25,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Fairchild (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087058&classDate=9/25/2023&clsLoc=1,2023-09-25,Ballet
BAE,10:00:00,Intro To Ballet,William Waldinger,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7926&classDate=9/25/2023&clsLoc=1,2023-09-25,Ballet
Gibney,10:00:00,Contemp 2Nd Best Dance Company At 280,Hannah Garner,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12875&classDate=9/25/2023&clsLoc=1,2023-09-25,Contemporary/Modern
Gibney,10:00:00,Contemp,Brandon Coleman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12903&classDate=9/25/2023&clsLoc=1,2023-09-25,Contemporary/Modern
Steps,10:00:00,Ballet Workout,Stephan,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085502&classDate=9/25/2023&clsLoc=1,2023-09-25,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Winston Brown (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=25&classId=3560&classDate=9/25/2023&clsLoc=1,2023-09-25,Contemporary/Modern
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=5557&classDate=9/25/2023&clsLoc=1,2023-09-25,Ballet
Steps,10:00:00,Adv/Int Ballet,Loh (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087059&classDate=9/25/2023&clsLoc=1,2023-09-25,Ballet
Gibney,10:00:00,Int/Adv Ballet,Elisa Clark,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12531&classDate=9/25/2023&clsLoc=1,2023-09-25,Ballet
Mark Morris,10:15:00,Cunningham Technique Open Class,Kimberly Bartosik *Cunningham  (2),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5058&classDate=9/25/2023&clsLoc=1,2023-09-25,Contemporary/Modern
BDC,10:30:00,Basic Theater,Morgan Rose,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18149&classDate=9/25/2023&clsLoc=1,2023-09-25,Theater
BDC,10:30:00,Beg Ballet,Michele Moreno,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18123&classDate=9/25/2023&clsLoc=1,2023-09-25,Ballet
BDC,10:30:00,Basic Contemp,Blue,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18263&classDate=9/25/2023&clsLoc=1,2023-09-25,Contemporary/Modern
