Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Adv Beg Hip-Hop,Paolo Slice Penala,none,2024-01-12,Street/Choreography
Steps,09:00:00,Open Level Yoga,Conway,none,2024-01-12,Additional Disciplines
BDC,09:00:00,Adv Beg Lyrical,Emily Bufferd,none,2024-01-12,Contemporary/Modern
Mark Morris,09:00:00,Open Level Pilates,Andrea *Murillo,none,2024-01-12,Additional Disciplines
BAE,09:00:00,Adv Beg Ballet,Shirley Bassat,none,2024-01-12,Ballet
Gibney,09:00:00,Contemp Practice,André Zachery,none,2024-01-12,Contemporary/Modern
BDC,09:15:00,Stretch & Strengthen,Alyssa Click,none,2024-01-12,Additional Disciplines
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2024-01-12,Ballet
Steps,09:30:00,Beg Ballet,Kemezis,none,2024-01-12,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Hawk,none,2024-01-12,Ballet
BAE,10:00:00,Intro To Ballet,Marsha Knight,none,2024-01-12,Ballet
Gibney,10:00:00,Gaga/People At 280,Kyle Scheurich,none,2024-01-12,Contemporary/Modern
Steps,10:00:00,Ballet Workout,Stephan,none,2024-01-12,Ballet
Peridance,10:00:00,Adv Ballet,Nick Korkos (1),none,2024-01-12,Ballet
Steps,10:00:00,Adv/Int Ballet,Loh,none,2024-01-12,Ballet
Gibney,10:00:00,Ballet,Nina Goldman,none,2024-01-12,Ballet
Peridance,10:00:00,Int Contemp,Guanglei Hui,none,2024-01-12,Contemporary/Modern
Taylor School,10:00:00,Master Class Series,Alex Clayton (6),none,2024-01-12,Contemporary/Modern
BAE,10:00:00,Mat Pilates Class,Ashley Carter,none,2024-01-12,Additional Disciplines
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,none,2024-01-12,Ballet
Gibney,10:00:00,Contemp At 280,Alexander Anderson,none,2024-01-12,Contemporary/Modern
Gibney,10:00:00,Klein Technique Dance/Movement Class At 280,Barbara Mahler,none,2024-01-12,Additional Disciplines
Mark Morris,10:15:00,Cunningham Technique Open Class,Rotating *Cunningham Faculty,none,2024-01-12,Contemporary/Modern
BDC,10:30:00,Int Contemp,Blue,none,2024-01-12,Contemporary/Modern
BDC,10:30:00,Beg Ballet,Michele Moreno,none,2024-01-12,Ballet
BDC,10:30:00,Int Adv Theater Jazz,Cedric Dodd,none,2024-01-12,Theater
BDC,10:30:00,Beg Hip-Hop,AntBoogie,none,2024-01-12,Street/Choreography
Peridance,10:30:00,Open Zena Rommett Floor-Barre,LuAnn Leonard,none,2024-01-12,Ballet
BDC,10:30:00,Adv Beg Tap,Madison Hilligoss,none,2024-01-12,Tap
Gibney,11:00:00,Post-Modern Moves,Jenna Riegel,none,2024-01-12,Contemporary/Modern
Ballet Arts,11:00:00,2-Hour Int Ballet,Kenny Larson,none,2024-01-12,Ballet
Steps,11:00:00,Adv/Beg Broadway Tap,Black,none,2024-01-12,Tap
Steps,11:00:00,Int Contemp,McGowan (1),none,2024-01-12,Contemporary/Modern
Steps,11:15:00,Adv/Beg Contemp Modern,"Reed, B.",none,2024-01-12,Contemporary/Modern
Peridance,11:30:00,Beg Ballet,Yuka Kawazu,none,2024-01-12,Ballet
Peridance,11:30:00,Beg House,Huu Rock,none,2024-01-12,Street/Choreography
BAE,11:30:00,Int Ballet,Elizabeth Walker,none,2024-01-12,Ballet
BAE,11:30:00,Basic Beg Ballet,Shirley Bassat,none,2024-01-12,Ballet
Peridance,11:30:00,Int Contemp Release,Vive _ (2),none,2024-01-12,Contemporary/Modern
Steps,11:30:00,Adv Pro Ballet,Bielski,none,2024-01-12,Ballet
Steps,11:45:00,Adv/Int Ballet,Kunikova,none,2024-01-12,Ballet
BDC,12:00:00,Adv Beg Ballet,Natalya Stavro,none,2024-01-12,Ballet
BDC,12:00:00,Adv Beg Contemp Lyrical,Tracie Stanfield,none,2024-01-12,Contemporary/Modern
BDC,12:00:00,Basic Tap,Jill Kenney,none,2024-01-12,Tap
Steps,12:00:00,Pilates Mat,Shapiro (4),none,2024-01-12,Additional Disciplines
Peridance,12:00:00,Open Yoga,Sarah Iguchi,none,2024-01-12,Additional Disciplines
Mark Morris,12:00:00,Beg/Int Broadway Jazz,Avital Asuleen,none,2024-01-12,Theater
BDC,12:00:00,Adv Beg Theater,Tanner Lane (1),none,2024-01-12,Theater
Gibney,12:00:00,Contemp/Modern,Oliver Steele,none,2024-01-12,Contemporary/Modern
BDC,12:00:00,Beg Jazz Funk,Chio,none,2024-01-12,Street/Choreography
Steps,12:30:00,Beg/Int Jazz,Leggio,none,2024-01-12,Jazz
Steps,12:45:00,Int Broadway Tap,Black,none,2024-01-12,Tap
Peridance,13:00:00,Int Graham,Caterina Rago,none,2024-01-12,Contemporary/Modern
Steps,13:00:00,Int Theater Dance,Kenna Morris Garcia (7),none,2024-01-12,Theater
Peridance,13:00:00,Adv Contemp,Elisabetta Minutoli,none,2024-01-12,Contemporary/Modern
Peridance,13:00:00,Open Gyrokinesis,Mutsuyo Isaacs (4),none,2024-01-12,Additional Disciplines
Peridance,13:00:00,Beg Waacking,Melanie Aguirre (3),none,2024-01-12,Street/Choreography
Ballet Arts,13:00:00,Int Ballet,Simon Kazantsev,none,2024-01-12,Ballet
Steps,13:15:00,Adv/Int Theater Jazz,Scrivens (8),none,2024-01-12,Theater
BDC,13:30:00,Beg Contemp,Michaela McGowan,none,2024-01-12,Contemporary/Modern
Steps,13:30:00,Lastics Stretch,Torres,none,2024-01-12,Additional Disciplines
BDC,13:30:00,Basic Ballet,Joy Karley,none,2024-01-12,Ballet
BDC,13:30:00,Adv Beg Jazz,Sheila Barker,none,2024-01-12,Jazz
Mark Morris,13:30:00,Int Countertechnique,Francesca *Dominguez,none,2024-01-12,Additional Disciplines
Steps,13:30:00,Int Jazz,Plu Sayampol,none,2024-01-12,Jazz
BDC,13:30:00,Int Tap,Jill Kenney,none,2024-01-12,Tap
