Studio,Start time,,Classes,Teacher,Accompanist,Location,Duration
Peridance,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5028&classDate=12/8/2023&clsLoc=1,Adv Ballet,Artistic Director: Igal Perry,Raisa Umanskaya,Peridance Center,1 hour &30 minutes
Peridance,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6750&classDate=12/8/2023&clsLoc=1,Inter Contemporary,Guanglei Hui,none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5375&classDate=12/8/2023&clsLoc=1,Beg Ballet,Yuka Kawazu,none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6752&classDate=12/8/2023&clsLoc=1,Beg House,Huu Rock,none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5519&classDate=12/8/2023&clsLoc=1,Inter Contemporary Release,Wesley Ensminger,none,Peridance Center,1 hour &30 minutes
Peridance,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6976&classDate=12/8/2023&clsLoc=1,Open Yoga,Sarah Iguchi,none,Peridance Center,1 hour
Peridance,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5528&classDate=12/8/2023&clsLoc=1,Adv Contemporary,Elisabetta Minutoli,none,Peridance Center,1 hour &30 minutes
Peridance,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5471&classDate=12/8/2023&clsLoc=1,Beg Waacking,Princess Lockerooo,none,Peridance Center,1 hour &30 minutes
Peridance,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=55&classId=5382&classDate=12/8/2023&clsLoc=1,Inter Graham,Caterina Rago,none,Peridance Center,1 hour &30 minutes
Peridance,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6781&classDate=12/8/2023&clsLoc=1,Open Gyrokinesis®,Monica Ha (1),none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6802&classDate=12/8/2023&clsLoc=1,Adv Contemporary,Brice Mousset,none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5441&classDate=12/8/2023&clsLoc=1,Beg Contemporary Floorwork,Andrea Farley Shimota,none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6249&classDate=12/8/2023&clsLoc=1,Open Dancehall,Korie Genius,none,Peridance Center,1 hour &30 minutes
Peridance,4:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6754&classDate=12/8/2023&clsLoc=1,Inter Contemporary,Brianna Mercado,none,Peridance Center,1 hour &30 minutes
Peridance,5:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6940&classDate=12/8/2023&clsLoc=1,Open Afrobeats,Djoniba Mouflet | DJONIBA DANCE CENTRE,none,Peridance Center,1 hour &15 minutes
Peridance,5:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5444&classDate=12/8/2023&clsLoc=1,Beg Choreography,Bo Belza,none,Peridance Center,1 hour &30 minutes
Peridance,5:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5442&classDate=12/8/2023&clsLoc=1,Beg Foundations of Hip Hop,Cocoro Carr (2),none,Peridance Center,1 hour &30 minutes
