Studio,Start time,,Sessions,Teacher,Studio,Duration
Gibney,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=58&classId=13120&classDate=1/12/2024&clsLoc=1,BDF/Gibney Connect: Contemporary Practice with André M. Zachery DROP-IN,André Zachery,Gibney 280: Studio C,1 hour &30 minutes
Gibney,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=13098&classDate=1/12/2024&clsLoc=1,Ballet with Nina Goldman at 890,Nina Goldman,Gibney 890: Studio 5-2,1 hour &45 minutes
Gibney,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13133&classDate=1/12/2024&clsLoc=1,Contemporary at 280,Alexander Anderson,Gibney 280: Studio E,1 hour &45 minutes
Gibney,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13070&classDate=1/12/2024&clsLoc=1,Gaga/people at 280,Kyle Scheurich,Gibney 280: Studio Y,1 hour
Gibney,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=59&classId=13087&classDate=1/12/2024&clsLoc=1,Klein Technique Dance/Movement Class at 280,Barbara Mahler,Gibney 280: Studio X,2 hours
Gibney,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=58&classId=13122&classDate=1/12/2024&clsLoc=1,BDF/Gibney Connect: Post-Modern Moves with Jenna Riegel DROP-IN,Jenna Riegel,Gibney 280: Studio C,1 hour &30 minutes
Gibney,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13030&classDate=1/12/2024&clsLoc=1,Contemporary/Modern with Oliver Steele at 280,Oliver Steele,Gibney 280: Studio W,1 hour &45 minutes
Gibney,2:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13089&classDate=1/12/2024&clsLoc=1,MELT Method at 280,Claudia Brown,Gibney 280: Studio D,1 hour &30 minutes
