Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8959&classDate=1/12/2024&clsLoc=1,In-StudioM: BORN TO BE | ITZY (Part 2),Winnie Chung,Manhattan,1 hour &20 minutes
ILoveDance,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8968&classDate=1/12/2024&clsLoc=1,In-StudioM: Crazy Form | ATEEZ (Part 2),Fernando Farias,Manhattan,1 hour &20 minutes
