Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,9:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086214&classDate=1/12/2024&clsLoc=1,In-Studio Beg Ballet,Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087010&classDate=1/12/2024&clsLoc=1,In-Studio Int/Adv Pro Ballet,Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088502&classDate=1/12/2024&clsLoc=1,In-Studio Adv/Int Ballet,Loh,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087012&classDate=1/12/2024&clsLoc=1,In-Studio Adv Pro Ballet,Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087013&classDate=1/12/2024&clsLoc=1,In-Studio Adv/Int Ballet,Kunikova,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087880&classDate=1/12/2024&clsLoc=1,In-Studio Int Ballet,Froman,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087014&classDate=1/12/2024&clsLoc=1,In-Studio Adv/Int Ballet,Averty,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087015&classDate=1/12/2024&clsLoc=1,In-Studio Beg/Int Ballet,Hara,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088292&classDate=1/12/2024&clsLoc=1,In-Studio Int Contemporary,McGowan (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088033&classDate=1/12/2024&clsLoc=1,In-Studio Int/Adv Contemporary Jazz,LaFleur,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086071&classDate=1/12/2024&clsLoc=1,In-Studio Int/Adv Contemporary,Patrick Daniel,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147084595&classDate=1/12/2024&clsLoc=1,In-Studio Beg/Int Jazz,Leggio,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087018&classDate=1/12/2024&clsLoc=1,In-Studio Int Jazz,Plu Sayampol,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087020&classDate=1/12/2024&clsLoc=1,In-Studio Adv/Int Jazz,Krouse (2),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088127&classDate=1/12/2024&clsLoc=1,In-Studio Int Jazz,Karr (3),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:15 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085600&classDate=1/12/2024&clsLoc=1,In-Studio Adv/Beg Contemporary Modern,"Reed, B.",Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087437&classDate=1/12/2024&clsLoc=1,In-Studio Basic Graham Based Modern,Poulis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087022&classDate=1/12/2024&clsLoc=1,In-Studio Int Modern/Horton,Maffei,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=89&classId=2147088499&classDate=1/12/2024&clsLoc=1,In-Studio Spotlight: Int/Adv Contemporary Jazz,Mia DeWeese,Steps on Broadway,2 hours
Steps on Broadway,6:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085602&classDate=1/12/2024&clsLoc=1,In-Studio Open Hip Hop,Greene,Steps on Broadway,1 hour &30 minutes
