Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087982&classDate=1/12/2024&clsLoc=1,In-Studio Open Level Yoga,Conway,Steps on Broadway,1 hour
Steps on Broadway,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087023&classDate=1/12/2024&clsLoc=1,In-Studio Ballet Workout,Stephan,Steps on Broadway,1 hour
Steps on Broadway,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087913&classDate=1/12/2024&clsLoc=1,In-Studio Pilates Mat,Shapiro (4),Steps on Broadway,1 hour
Steps on Broadway,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087024&classDate=1/12/2024&clsLoc=1,In-Studio Lastics Stretch,Torres,Steps on Broadway,1 hour
Steps on Broadway,11:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085532&classDate=1/12/2024&clsLoc=1,In-Studio Adv/Beg Broadway Tap,Black,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085606&classDate=1/12/2024&clsLoc=1,In-Studio Int Broadway Tap,Black,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085608&classDate=1/12/2024&clsLoc=1,In-Studio Int/Adv Rep Tap,Schwab,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085609&classDate=1/12/2024&clsLoc=1,In-Studio Int Tap,Kaleena Miller (5),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087025&classDate=1/12/2024&clsLoc=1,In-Studio Beg Tap,Ohr,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085611&classDate=1/12/2024&clsLoc=1,In-Studio Adv Tap,Carminucci (6),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087710&classDate=1/12/2024&clsLoc=1,In-Studio Int Theater Dance,Kenna Morris Garcia (7),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087026&classDate=1/12/2024&clsLoc=1,In-Studio Adv/Int Theater Jazz,Scrivens (8),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085613&classDate=1/12/2024&clsLoc=1,In-Studio Beg Theater Dance,"Frazier, R.",Steps on Broadway,1 hour &30 minutes
