Studio,Start time,,Classes,Teacher,Duration
Hive NJ,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2345&classDate=1/12/2024&clsLoc=1,Advanced Choreography (Adults 17+),Kevin Lee & Joshua Mendoza,1 hour &15 minutes
Hive NJ,8:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2341&classDate=1/12/2024&clsLoc=1,Advanced Choreography (Adults 17+),Ishanathan Guteng,1 hour &15 minutes
