Studio,Start time,Sign up,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7851&classDate=8/18/2023&clsLoc=1,IN-STUDIO Advanced Beginner Ballet,Shirley Bassat,none,Studio 5,1 hour & 30 minutes
Ballet Academy East,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7804&classDate=8/18/2023&clsLoc=1,IN-STUDIO Introduction to Ballet,Marsha Knight (10),none,Studio 1,1 hour & 30 minutes
Ballet Academy East,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7864&classDate=8/18/2023&clsLoc=1,IN-STUDIO Mat Pilates Class,Ashley Carter,none,Studio 4,1 hour
Ballet Academy East,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7877&classDate=8/18/2023&clsLoc=1,IN-STUDIO Intermediate Ballet,Julie Voshell,none,Studio 1,1 hour & 30 minutes
Ballet Academy East,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7829&classDate=8/18/2023&clsLoc=1,IN-STUDIO Basic Beginner Ballet,Shirley Bassat,none,Studio 2,1 hour & 30 minutes
Ballet Academy East,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7883&classDate=8/18/2023&clsLoc=1,IN-STUDIO Stretch & Strengthen,Julie Voshell,none,Studio 5,1 hour
Ballet Academy East,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7805&classDate=8/18/2023&clsLoc=1,IN-STUDIO Introduction to Ballet,Stephanie Rae Williams,none,Studio 2,1 hour & 30 minutes
Ballet Academy East,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7852&classDate=8/18/2023&clsLoc=1,IN-STUDIO Advanced Beginner Ballet,Julie Voshell,none,Studio 5,1 hour & 30 minutes
Ballet Academy East,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7830&classDate=8/18/2023&clsLoc=1,IN-STUDIO Basic Beginner Ballet,Brigid Boden (12),none,Studio 4,1 hour & 30 minutes
