Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,08:00:00,Mat Pilates Class,Pia Fulchignoni (1),none,2024-03-18,Additional Disciplines
Mark Morris,09:00:00,Gaga/People,Doron Perk *GAGA  (1),none,2024-03-18,Contemporary/Modern
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,none,2024-03-18,Ballet
Mark Morris,09:00:00,Gyrokinesis,Alexandra *Berger,none,2024-03-18,Additional Disciplines
BDC,09:00:00,Adv Beg Contemp Jazz,Canceled Today,none,2024-03-18,Contemporary/Modern
Steps,09:00:00,Beg Ballet,Kathy Sullivan,none,2024-03-18,Ballet
BDC,09:00:00,Basic Hip-Hop,Tweetboogie,none,2024-03-18,Street/Choreography
BDC,09:15:00,All Levels Yoga And Meditation,Lauren Marsaglia,none,2024-03-18,Additional Disciplines
Steps,09:15:00,Gyrokinesis,Christa Thiesing,none,2024-03-18,Additional Disciplines
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2024-03-18,Ballet
Peridance,09:30:00,Open Ballet,Greg Zane,none,2024-03-18,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Heather Hawk,none,2024-03-18,Ballet
Steps,10:00:00,Rommett Floor Barre,Jodi Moccia,none,2024-03-18,Ballet
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,none,2024-03-18,Ballet
Peridance,10:00:00,Int Contemp,Cancelled Today,none,2024-03-18,Contemporary/Modern
Gibney,10:00:00,Adv Ballet,Elisa Clark,none,2024-03-18,Ballet
Peridance,10:00:00,Adv Ballet,Igal Perry,none,2024-03-18,Ballet
BAE,10:00:00,Intro To Ballet,William Waldinger,none,2024-03-18,Ballet
Gibney,10:00:00,Contemp,Brandon Coleman,none,2024-03-18,Contemporary/Modern
Gibney,10:00:00,Contemp 2Nd Best Dance Company At 280,Hannah Garner,none,2024-03-18,Contemporary/Modern
Steps,10:00:00,Adv/Int Ballet,Kate Loh,none,2024-03-18,Ballet
Taylor School,10:00:00,Professional Level Taylor Modern,Annmaria Mazzini (1),none,2024-03-18,Contemporary/Modern
Mark Morris,10:15:00,Cunningham Technique Open Class,Carol Teitelbaum *Cunningham  (2),none,2024-03-18,Contemporary/Modern
Steps,10:15:00,Ballet Workout,Kate Stephan,none,2024-03-18,Ballet
BDC,10:30:00,Beg Ballet,Michele Moreno,none,2024-03-18,Ballet
BAE,10:30:00,Beg Ballet,Shirley Bassat,none,2024-03-18,Ballet
BDC,10:30:00,Basic Theater,Joey Tierno,none,2024-03-18,Theater
