Studio,Start time,Classes,Instructor,Sign up
ILD NJ,18:00:00,Istj | Nct Dream Part 1,Ness Martinez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8452&classDate=9/6/2023&clsLoc=1
ILD NJ,19:30:00,Cake | Itzy Part 1,Min Seon Kim,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8444&classDate=9/6/2023&clsLoc=1
