Studio,Start time,Sign up,Classes,Teacher,Co-Teacher/Assistant,Musician,Duration
Mark Morris Dance,"10:00 am  EDT
    LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=3528&classDate=8/17/2023&clsLoc=1,(Online) Advanced Ballet,Kelly Slough (Mask Optional),none,none,2 hours
Mark Morris Dance,"6:15 pm  EDT
    LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=5086&classDate=8/17/2023&clsLoc=1,(Online) Zumba,Bethina Sayegh-Flores (Mask Optional),none,none,1 hour
Mark Morris Dance,"6:30 pm  EDT
    LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=3507&classDate=8/17/2023&clsLoc=1,(Online) Intermediate Ballet,Ashley Tuttle (Masks Optional),none,none,1 hour & 30 minutes
Mark Morris Dance,"6:45 pm  EDT
    LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=114&classId=5034&classDate=8/17/2023&clsLoc=1,(Online) Beginner Modern,Andrea Murillo (Mask Optional) (7),none,none,1 hour & 30 minutes
