Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8549&classDate=11/3/2023&clsLoc=1,In-StudioM: New Dance | XG (Part 5),MJ Choi,Manhattan,1 hour & 20 minutes
ILoveDance,8:00 pm  EDT,none,In-StudioM: Baggy Jeans | NCT U (Part 5),Cancelled Today,none,1 hour & 20 minutes
ILoveDance,8:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8583&classDate=11/3/2023&clsLoc=1,In-StudioM: Do Not Touch | MISAMO (Part 5),Maylin Ramos,Manhattan,1 hour & 20 minutes
