Studio,Start time,Sign up,Classes,Teacher,Accompanist,Location,Duration
Peridance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5028&classDate=11/3/2023&clsLoc=1,Adv Ballet,Artistic Director: Igal Perry,Raisa Umanskaya,Peridance Center,1 hour & 30 minutes
Peridance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6750&classDate=11/3/2023&clsLoc=1,Inter Contemporary,Guanglei Hui,none,Peridance Center,1 hour & 30 minutes
Peridance,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=6751&classDate=11/3/2023&clsLoc=1,Open Simonson Jazz,Leann Gioia,none,none,1 hour & 30 minutes
Peridance,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6148&classDate=11/3/2023&clsLoc=1,Open Zena Rommett Floor-Barre ®,LuAnn Leonard,none,Peridance Center,1 hour
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5375&classDate=11/3/2023&clsLoc=1,Beg Ballet,Yuka Kawazu,none,Peridance Center,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6752&classDate=11/3/2023&clsLoc=1,Beg House,Huu Rock,none,Peridance Center,1 hour & 30 minutes
Peridance,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=75&classId=6971&classDate=11/3/2023&clsLoc=1,Inter Contemporary | GUEST CLASS,Ashley Robicheaux,none,Peridance Center,1 hour & 30 minutes
Peridance,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6976&classDate=11/3/2023&clsLoc=1,Open Yoga,Sarah Iguchi,none,Peridance Center,1 hour
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5528&classDate=11/3/2023&clsLoc=1,Adv Contemporary,Elisabetta Minutoli,none,Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5471&classDate=11/3/2023&clsLoc=1,Beg Waacking,Princess Lockerooo,none,Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=55&classId=5382&classDate=11/3/2023&clsLoc=1,Inter Graham,Caterina Rago,none,Peridance Center,1 hour & 30 minutes
Peridance,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6781&classDate=11/3/2023&clsLoc=1,Open Gyrokinesis®,Naoko Moriyama-Robbins,none,Peridance Center,1 hour & 30 minutes
Peridance,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6802&classDate=11/3/2023&clsLoc=1,Adv Contemporary,Brice Mousset,none,Peridance Center,1 hour & 30 minutes
Peridance,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5441&classDate=11/3/2023&clsLoc=1,Beg Contemporary Floorwork,Andrea Farley Shimota,none,Peridance Center,1 hour & 30 minutes
Peridance,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6249&classDate=11/3/2023&clsLoc=1,Open Dancehall,Korie Genius,none,Peridance Center,1 hour & 30 minutes
Peridance,3:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6676&classDate=11/3/2023&clsLoc=1,Inter Choreography,Edson Maldonado (1),none,Peridance Center,1 hour & 30 minutes
Peridance,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6754&classDate=11/3/2023&clsLoc=1,Inter Contemporary,Brianna Mercado,none,Peridance Center,1 hour & 30 minutes
Peridance,5:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6940&classDate=11/3/2023&clsLoc=1,Open Afrobeats,Regine | DDC (2),none,none,1 hour & 15 minutes
Peridance,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5444&classDate=11/3/2023&clsLoc=1,Beg Choreography,Bo Belza,none,Peridance Center,1 hour & 30 minutes
Peridance,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5442&classDate=11/3/2023&clsLoc=1,Beg Foundations of Hip Hop,Masumi Kambayashi (3),none,Peridance Center,1 hour & 30 minutes
Peridance,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6677&classDate=11/3/2023&clsLoc=1,Open Haitian,Peniel Guerrier | DJONIBA DANCE CENTRE,none,Peridance Center,1 hour & 30 minutes
Peridance,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=70&classId=5613&classDate=11/3/2023&clsLoc=1,Beg Salsa Partnering - Beyond the Basics,Baila Society,none,Peridance Center,1 hour & 30 minutes
Peridance,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6755&classDate=11/3/2023&clsLoc=1,Open Old Way Vogue,Paris Hairston,none,Peridance Center,1 hour & 30 minutes
Peridance,8:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6678&classDate=11/3/2023&clsLoc=1,Open Kutiro African Dance,Malang Bayo | DDC,none,Peridance Center,1 hour & 30 minutes
Peridance,8:30 pm  EDT,none,Inter House,Cancelled Today,none,none,1 hour & 30 minutes
