Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Beg Lyrical,Emily Bufferd,none,2023-12-20,Contemporary/Modern
Steps,09:00:00,Open Yoga For Dancers,Dober,none,2023-12-20,Additional Disciplines
BAE,09:00:00,Adv Beg Ballet,Julia Dubno,none,2023-12-20,Ballet
BDC,09:00:00,Beg Ballet,Ted Keener,none,2023-12-20,Ballet
Peridance,09:00:00,Open Yoga,Sarah Iguchi,none,2023-12-20,Additional Disciplines
Steps,09:00:00,Beg Ballet,Sullivan,none,2023-12-20,Ballet
BDC,09:00:00,"Ed Dept Al Comm Perforce W/ Paolo ""Se"" Penala",ITP Master Class,none,2023-12-20,Additional Disciplines
Peridance,09:30:00,Open Body Maintenance Training,Roukijah “NutellaK” Rooks,none,2023-12-20,Additional Disciplines
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,none,2023-12-20,Ballet
Steps,09:45:00,Int/Adv Pro Ballet,Fairchild (1),none,2023-12-20,Ballet
Mark Morris,10:00:00,Adv Ballet,Kelly *Slough,none,2023-12-20,Ballet
Gibney,10:00:00,Contemp,Cancelled Today,none,2023-12-20,Contemporary/Modern
Taylor School,10:00:00,Professional Level Taylor Modern,Joao Carvalho (3),none,2023-12-20,Contemporary/Modern
Peridance,10:00:00,Int Contemp,Brandon Coleman,none,2023-12-20,Contemporary/Modern
Gibney,10:00:00,Pro Ballez,Katy Pyle,none,2023-12-20,Ballet
Steps,10:00:00,Open Pilates,Shapiro (6),none,2023-12-20,Additional Disciplines
Steps,10:00:00,Adv/Int Ballet,Loh (2),none,2023-12-20,Ballet
Steps,10:00:00,Adv/Beg Tap,Korenblum (7),none,2023-12-20,Tap
BAE,10:00:00,Beg Ballet,Julie Voshell,none,2023-12-20,Ballet
Peridance,10:00:00,Open Barre À Terre,Anabella Lenzu,none,2023-12-20,Ballet
Peridance,10:00:00,Adv Ballet,Graciela Kozak (1),none,2023-12-20,Ballet
Gibney,10:00:00,Modernish Technique,Bradley Beakes,none,2023-12-20,Contemporary/Modern
Mark Morris,10:15:00,Cunningham Technique Open Class,Andrea Weber *Cunningham  (5),none,2023-12-20,Contemporary/Modern
BAE,10:30:00,Intro To Ballet,Shirley Bassat,none,2023-12-20,Ballet
BDC,10:30:00,Int Ballet,Deanna Doyle,none,2023-12-20,Ballet
BDC,10:30:00,Adv Beg Hip-Hop,Paolo Slice Penala,none,2023-12-20,Street/Choreography
BDC,10:30:00,Basic Theater,Morgan Rose,none,2023-12-20,Theater
BDC,10:30:00,Adv Beg Tap,Dre Torres,none,2023-12-20,Tap
Gibney,10:30:00,Bartenieff Fundamentals At 280,Alexandra Beller,none,2023-12-20,Additional Disciplines
Steps,10:45:00,Adv/Beg Ballet,Sullivan,none,2023-12-20,Ballet
Ballet Arts,11:00:00,Int Ballet,Kenny Larson,none,2023-12-20,Ballet
Steps,11:00:00,Rommett Floor Barre,Moccia,none,2023-12-20,Ballet
Peridance,11:30:00,Adv Ballet,Michelle Thompson (2),none,2023-12-20,Ballet
Peridance,11:30:00,Beg Ballet,Martha Chapman,none,2023-12-20,Ballet
BAE,11:30:00,Adv Beg Ballet,Julie Voshell,none,2023-12-20,Ballet
Peridance,11:30:00,Int Contemp,Marijke Eliasberg,none,2023-12-20,Contemporary/Modern
Steps,11:30:00,Adv Pro Ballet,Bielski,none,2023-12-20,Ballet
BAE,11:30:00,Gentle Pilates,Angelina Salama (3),none,2023-12-20,Additional Disciplines
Peridance,11:30:00,Int Broadway Jazz,Sarah Wolff (3),none,2023-12-20,Theater
Steps,11:45:00,Adv/Int Ballet,Kunikova,none,2023-12-20,Ballet
Steps,11:45:00,Basic Tap,Kameda,none,2023-12-20,Tap
BDC,12:00:00,Beg Jazz Funk,Chio,none,2023-12-20,Street/Choreography
BDC,12:00:00,Adv Beg Ballet,Natalya Stavro,none,2023-12-20,Ballet
BDC,12:00:00,Adv Beg Contemp Lyrical,Tracie Stanfield,none,2023-12-20,Contemporary/Modern
BAE,12:00:00,Basic Beg Ballet,Shirley Bassat,none,2023-12-20,Ballet
BAE,12:00:00,Int Ballet,Cancelled Today,none,2023-12-20,Ballet
Steps,12:00:00,Beg Tap,Goodson,none,2023-12-20,Tap
BDC,12:00:00,Adv Beg Theater,Ian Klein,none,2023-12-20,Theater
BDC,12:00:00,Beg Theater Tap,Doug Shankman,none,2023-12-20,Tap
Gibney,12:00:00,Simonson Jazz,Teresa Perez Ceccon,none,2023-12-20,Jazz
Mark Morris,12:10:00,Contemp Simonson Technique,Laurie *De Vito,none,2023-12-20,Contemporary/Modern
Steps,12:30:00,Int Ballet,Hara,none,2023-12-20,Ballet
Gibney,12:45:00,Movement Research At 280,Tasha Taylor,none,2023-12-20,Additional Disciplines
Peridance,13:00:00,Int Choreo,James Kho,none,2023-12-20,Street/Choreography
Ballet Arts,13:00:00,Int Ballet,Simon Kazantsev,none,2023-12-20,Ballet
Peridance,13:00:00,Beg Horton,Katrina Perrin,none,2023-12-20,Contemporary/Modern
Steps,13:00:00,Int Theater Dance,Culbreath,none,2023-12-20,Theater
Steps,13:15:00,Adv/Int Theater Jazz,Cunningham,none,2023-12-20,Theater
BDC,13:30:00,Beg Jumps And Turns,Eric Campros,none,2023-12-20,Additional Disciplines
Steps,13:30:00,Int Jazz,Burkhardt (4),none,2023-12-20,Jazz
BDC,13:30:00,Int Contemp Fusion,Blue (1),none,2023-12-20,Contemporary/Modern
BDC,13:30:00,Basic Tap,Avital Asuleen,none,2023-12-20,Tap
BDC,13:30:00,Basic Hip-Hop,Geheny Rivera,none,2023-12-20,Street/Choreography
Steps,13:30:00,Int Tap,"Kaufman, S.",none,2023-12-20,Tap
BDC,13:30:00,Int Theater,Tanner Lane,none,2023-12-20,Theater
Steps,13:45:00,Adv/Beg Tap,Goodson,none,2023-12-20,Tap
Gibney,14:00:00,Movement Research At 280,Sarah White-Ayón,none,2023-12-20,Additional Disciplines
Steps,14:00:00,Adv/Beg Pointe,Sullivan,none,2023-12-20,Ballet
Gibney,14:00:00,Contemp Floorwork,Isaac Martin Lerner,none,2023-12-20,Contemporary/Modern
Peridance,14:30:00,Int Contemp Floorwork,Marija Obradovic,none,2023-12-20,Contemporary/Modern
Steps,14:30:00,Int Ballet,Liceica (3),none,2023-12-20,Ballet
Peridance,14:30:00,Int Hip Hop,Iron Bryan,none,2023-12-20,Street/Choreography
Peridance,14:30:00,Beg House,Ejoe Wilson,none,2023-12-20,Street/Choreography
Ballet Arts,14:30:00,Adv Beg Ballet,Kate Loh,none,2023-12-20,Ballet
Steps,14:45:00,Adv/Beg Theater Jazz,Winans (8),none,2023-12-20,Theater
Brickhouse,15:00:00,Hip Hop Int/Adv,Billy Cohen (1),none,2023-12-20,Street/Choreography
BDC,15:00:00,Adv Beg Tap,Brent McBeth,none,2023-12-20,Tap
Steps,15:00:00,Int Jazz,"Lee, A.",none,2023-12-20,Jazz
PMT,15:00:00,Open Reggaeton,David Machicado,none,2023-12-20,World
BDC,15:00:00,Adv Beg Jazz,Sheila Barker,none,2023-12-20,Jazz
BDC,15:00:00,Int Street Jazz,Bo Park,none,2023-12-20,Street/Choreography
BDC,15:00:00,Basic Ballet,Deanna Doyle,none,2023-12-20,Ballet
Steps,15:15:00,Adv/Int Contemp,Stone,none,2023-12-20,Contemporary/Modern
Steps,15:30:00,Basic Tap,Goodson,none,2023-12-20,Tap
Peridance,16:00:00,Open Dancehall,Korie Genius,none,2023-12-20,World
Steps,16:00:00,Alignment Floor Work,Moretton,none,2023-12-20,Additional Disciplines
Ballet Arts,16:00:00,Int Ballet,Noriko Hara,none,2023-12-20,Ballet
Peridance,16:00:00,Int Hip Hop,TweetBoogie _,none,2023-12-20,Street/Choreography
Brickhouse,16:30:00,Pop Up,Kaitlyn Hardy,none,2023-12-20,Street/Choreography
BDC,16:30:00,All Levels Stage Tumbling,Anna Gortner,none,2023-12-20,Additional Disciplines
BDC,16:30:00,Adv Beg Hip-Hop,AntBoogie,none,2023-12-20,Street/Choreography
BDC,16:30:00,Beg Ballet,Dorit Koppel,none,2023-12-20,Ballet
BDC,16:30:00,Int Tap,Rashaan James (2),none,2023-12-20,Tap
PMT,16:30:00,Int Choreo,Mini Zhang (2),none,2023-12-20,Street/Choreography
BDC,16:30:00,Adv Beg Theater,Jason Wise,none,2023-12-20,Theater
Steps,16:30:00,Int Contemp Jazz,Cobb,none,2023-12-20,Contemporary/Modern
Steps,16:45:00,Adv/Int Ballet,Giljane,none,2023-12-20,Ballet
ILD Queens,16:45:00,Kids Kpop 8,Winnie Chung,none,2023-12-20,Additional Disciplines
Steps,17:00:00,Adv/Int Theater Jazz,Dolan,none,2023-12-20,Theater
PJM,17:00:00,Hip Hop Found,Beasty,none,2023-12-20,Street/Choreography
Cre8ivity NJ,17:30:00,Int/Adv Ballet Technique Ages 12+,Anneliese Wilson,none,2023-12-20,Ballet
Ballet Arts,17:30:00,Double Barre Ballet Class,Richard Marsden,none,2023-12-20,Ballet
Peridance,17:30:00,Beg Popping,Justin Ice O (4),none,2023-12-20,Street/Choreography
Peridance,17:30:00,Int Choreo,Sam Javi,none,2023-12-20,Street/Choreography
BDC,18:00:00,Int Adv Theater,Chaz Wolcott (3),none,2023-12-20,Theater
SassClass,18:00:00,Sexy Stilettos,Iryna,none,2023-12-20,Street/Choreography
Steps,18:00:00,Int/Adv Tap,Wasiuta,none,2023-12-20,Tap
Steps,18:00:00,Beg Tap,Schwab,none,2023-12-20,Tap
ILD NJ,18:00:00,God Of Music | Seventeen Part 3,Ness Martinez,none,2023-12-20,Additional Disciplines
PMT,18:00:00,Beg Hip Hop,Devynn Brooks,none,2023-12-20,Street/Choreography
ILD Queens,18:00:00,Drama | Aespa Part 3,Eunice Shin,none,2023-12-20,Additional Disciplines
PMT,18:00:00,Open Level Floorwork,Vive Khamsingsavath (3),none,2023-12-20,Additional Disciplines
BDC,18:00:00,Beg Hip-Hop Found,Canceled Today,none,2023-12-20,Street/Choreography
BDC,18:00:00,Int Adv Heels,Mishay Petronelli,none,2023-12-20,Street/Choreography
BDC,18:00:00,Adv Beg Comm Jazz,Debbie Wilson,none,2023-12-20,Jazz
Mark Morris,18:00:00,Adv Contemp,Elena *Vazintaris,none,2023-12-20,Contemporary/Modern
BDC,18:00:00,Adv Beg Tap,Mark Albrecht,none,2023-12-20,Tap
Cre8ivity NJ,18:00:00,Int Hip Hop Ages 9-12,John John Tarrayo,none,2023-12-20,Street/Choreography
BDC,18:00:00,Adv Beg Contemp,alma Collective,none,2023-12-20,Contemporary/Modern
Taylor School,18:00:00,Adult Open Level Modern,Joao Carvalho,none,2023-12-20,Contemporary/Modern
Ailey,18:00:00,Beg Ballet,Benjamin Briones,none,2023-12-20,Ballet
Gibney,18:00:00,Adult Open Contemp,Leah Wilks,none,2023-12-20,Contemporary/Modern
BAE,18:00:00,Int Ballet,Stephanie Godino,none,2023-12-20,Ballet
Steps,18:15:00,Beg Modern/Horton,Perrin (5),none,2023-12-20,Contemporary/Modern
Steps,18:15:00,Adv/Int Jazz,Harvie,none,2023-12-20,Jazz
Ailey,18:30:00,Open Hip-Hop,Antonio Jefferson,none,2023-12-20,Street/Choreography
Peridance,18:30:00,Beg African,Djoniba Mouflet,none,2023-12-20,World
Gibney,18:30:00,Int/Adv Contemp/Simonson,Laurie DeVito,none,2023-12-20,Contemporary/Modern
Mark Morris,18:30:00,Int West African,Mouminatou *Camara,none,2023-12-20,World
Modega,18:30:00,Beg/Adv. Beg. Street Styles Choreo,Yuki Fujiwara,https://sutrapro.com/modega/checkout/hnCkU4JyRt6xx2IbNoqL,2023-12-20,Street/Choreography
Gibney,18:30:00,Absolute Beg Ballet,Kat Wildish,none,2023-12-20,Ballet
Ailey,18:30:00,Beg Horton,Amos Machanic,none,2023-12-20,Contemporary/Modern
PJM,18:30:00,Beg House,Huu Rock,none,2023-12-20,Street/Choreography
Ailey,18:30:00,Zumba Fitness,Mike Gomez,none,2023-12-20,Additional Disciplines
ILD NYC,18:30:00,Lalalala | Stray Kids Part 3,Ying Dong,none,2023-12-20,Additional Disciplines
Steps,18:45:00,Int Contemp Lyrical,Stanfield,none,2023-12-20,Contemporary/Modern
Ailey,19:00:00,Sabar,Bakary Fall,none,2023-12-20,World
Cre8ivity NJ,19:00:00,Int/Adv Hip Hop Ages 13+,John John Tarrayo,none,2023-12-20,Street/Choreography
Peridance,19:00:00,Int Contemp,Andrew Mulet (5),none,2023-12-20,Contemporary/Modern
BAE,19:00:00,Adv Beg Ballet,Selina Chau,none,2023-12-20,Ballet
Ailey,19:00:00,Beg Contemp,Linda Celeste Sims,none,2023-12-20,Contemporary/Modern
Ailey,19:00:00,Beg Heels,Marie Rose Baramo,none,2023-12-20,Street/Choreography
Steps,19:00:00,Adv/Beg Jazz,"Sayampol, Plu",none,2023-12-20,Jazz
Mark Morris,19:00:00,Int Tap,Ja'Bowen *Dixon,none,2023-12-20,Tap
Ballet Arts,19:00:00,Adv Beg Ballet,Kenny Larson,none,2023-12-20,Ballet
SassClass,19:10:00,Popstar Style,Sophia (1),none,2023-12-20,Additional Disciplines
Peridance,19:15:00,Adv Choreo,Esosa Oviasu,none,2023-12-20,Street/Choreography
Peridance,19:15:00,Beg Contemp Jazz,Grant Chang,none,2023-12-20,Contemporary/Modern
BAE,19:15:00,Basic Beg Ballet,Estelle Botella,none,2023-12-20,Ballet
BAE,19:15:00,Beg Contemp,Ashley Carter,none,2023-12-20,Contemporary/Modern
SassClass,19:20:00,Sexy Stilettos,David,none,2023-12-20,Street/Choreography
Ailey,19:30:00,Open Capoeira,Mestre Alegria,none,2023-12-20,World
BDC,19:30:00,Adv Beg Street Jazz/Hip-Hop,Carlos Neto,none,2023-12-20,Street/Choreography
BAE,19:30:00,Beg Ballet,William Waldinger,none,2023-12-20,Ballet
ILD Queens,19:30:00,Lalalala | Stray Kids Part 3,Fernando Farias,none,2023-12-20,Additional Disciplines
BAE,19:30:00,Intro To Ballet,Stephanie Godino,none,2023-12-20,Ballet
ILD NJ,19:30:00,Drama | Aespa Part 3,Min Seon Kim,none,2023-12-20,Additional Disciplines
BDC,19:30:00,Basic Hip-Hop,Q,none,2023-12-20,Street/Choreography
Steps,19:30:00,Beg Ballet,Kemezis,none,2023-12-20,Ballet
BDC,19:30:00,Basic Afro'Dance,Angel Kaba,none,2023-12-20,World
Mark Morris,19:30:00,Gaga/People,Jim Grevatt *GAGA  (6),none,2023-12-20,Contemporary/Modern
Steps,19:30:00,Basic Tap,Ikegaya,none,2023-12-20,Tap
Mark Morris,19:30:00,Beg Hip-Hop,Jillian Roberts,none,2023-12-20,Street/Choreography
BDC,19:30:00,Beg Tap,Adriana Ogle (4),none,2023-12-20,Tap
Peridance,19:30:00,Int Heels,Chris Ralph,none,2023-12-20,Street/Choreography
BDC,19:30:00,Int Adv Contemp Jazz,Julia Macchio (5),none,2023-12-20,Contemporary/Modern
PMT,19:35:00,Int Contemp Flow,Vive Khamsingsavath,none,2023-12-20,Contemporary/Modern
PMT,19:35:00,Adv. Beg. Hip Hop,Rich James,none,2023-12-20,Street/Choreography
PJM,20:00:00,Adv Beg Choreo,Mini Zhang,none,2023-12-20,Street/Choreography
Peridance,20:00:00,Open Afro-Cuban,La Mora Pérez,none,2023-12-20,World
Steps,20:00:00,Open Hip Hop,Sakai,none,2023-12-20,Street/Choreography
ILD NYC,20:00:00,Adv Beg Choreo,Alice Wu,none,2023-12-20,Street/Choreography
Steps,20:00:00,Int/Adv Contemp,Washington,none,2023-12-20,Contemporary/Modern
Modega,20:00:00,Int./Adv. Hip Hop/Choreo,Kai Lin,https://sutrapro.com/modega/checkout/GETX0YJIBuaW3hkPBRFF,2023-12-20,Street/Choreography
Modega,20:00:00,All Levels Litefeet,Jayy Black,https://sutrapro.com/modega/checkout/po7qpLZh3LeWPvTNaTwr,2023-12-20,Street/Choreography
Brickhouse,20:00:00,Hip Hop Adv,Rachel Wilson,none,2023-12-20,Street/Choreography
SassClass,20:20:00,Fierce Feminine Hip-Hop,Sophia (2),none,2023-12-20,Street/Choreography
Cre8ivity NJ,20:30:00,Adult Beg Hip Hop,John John Tarrayo,none,2023-12-20,Street/Choreography
SassClass,20:30:00,Reggaeton,David,none,2023-12-20,World
Peridance,20:30:00,Beg Waacking,Tyrone Bevans,none,2023-12-20,Street/Choreography
Steps,20:30:00,Open Street Styles,Lopez,none,2023-12-20,Street/Choreography
Peridance,20:45:00,Int/Adv House | Guest Class,Nubian Néné,none,2023-12-20,Street/Choreography
BDC,21:00:00,Adv Beg Theater,Josh Zacher,none,2023-12-20,Theater
BDC,21:00:00,Adv Beg Heels,Yvonne Marie Sain,none,2023-12-20,Street/Choreography
BDC,21:00:00,Int Adv Hip-Hop,David Thomas,none,2023-12-20,Street/Choreography
BDC,21:00:00,Adv Contemp Fusion,Marinda Davis,none,2023-12-20,Contemporary/Modern
PMT,21:10:00,Rhythmatic House,Shan S,none,2023-12-20,Street/Choreography
Modega,21:30:00,"""Every Thursday"" Open Freestyle Session",8-Legx & CJ & Darien Van Rensalier & Paco Hopskotch Valencia,https://sutrapro.com/modega/checkout/P9Jvdt7M257RGd7VnglG,2023-12-20,Street/Choreography
