Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,9:00 am EST,none,In-Studio Int Ballet,Michelle Cave,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,9:45 am EST,none,In-Studio Int/Adv Pro Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:00 am EST,none,In-Studio Adv Pro Ballet,Maxim Beloserkovsky,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,10:30 am EST,none,In-Studio Rommett Floor Barre,Cancelled Today,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:00 am EST,none,In-Studio Adv/Beg Ballet,Temple Kemezis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EST,none,In-Studio Adv Pro Ballet,Nancy Bielski,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:30 pm EST,none,In-Studio Int Ballet,Noriko Hara,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088743&classDate=2/13/2024&clsLoc=1,In-Studio Int/Adv Ballet,Elisa Clark,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087083&classDate=2/13/2024&clsLoc=1,In-Studio Adv/Int Ballet,Espen Giljane,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087084&classDate=2/13/2024&clsLoc=1,In-Studio Beg/Int Ballet,Heather Hawk,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088602&classDate=2/13/2024&clsLoc=1,In-Studio Int/Adv Contemporary Ballet,Jourdan Epstein,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:30 pm EST,none,In-Studio Int Contemporary,Elisabetta Minutoli,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088737&classDate=2/13/2024&clsLoc=1,In-Studio Adv/Int Contemporary,Ida Saki,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088278&classDate=2/13/2024&clsLoc=1,In-Studio Int/Adv Contemporary,Jordan Lombardi,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:45 am EST,none,In-Studio Adv/Int Jazz Fusion,Chris Jarosz (1),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088073&classDate=2/13/2024&clsLoc=1,In-Studio Int Jazz Across the Floor,Cori Jo Swanson,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087086&classDate=2/13/2024&clsLoc=1,In-Studio Adv/Int Jazz,Debbie Roshe,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088620&classDate=2/13/2024&clsLoc=1,In-Studio Int Jazz,Matthew Lynady,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088621&classDate=2/13/2024&clsLoc=1,In-Studio Beg/Int Commercial Jazz,Daniel Gold,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=89&classId=2147088745&classDate=2/13/2024&clsLoc=1,In-Studio Spotlight: Int/Adv Lyrical Jazz,Gianna Martello,Steps on Broadway,2 hours
Steps on Broadway,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147083819&classDate=2/13/2024&clsLoc=1,In-Studio Open Street Styles,TBA (2),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,8:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147088600&classDate=2/13/2024&clsLoc=1,In-Studio Open Heels,Courtney Sauls,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085530&classDate=2/13/2024&clsLoc=1,In-Studio Pilates Mat,Diarra Cummings,Steps on Broadway,1 hour
Steps on Broadway,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087338&classDate=2/13/2024&clsLoc=1,In-Studio Adv/Beg Swing,Spencer Weisbond,Steps on Broadway,1 hour
