Studio,Start time,,Classes,Teacher,Location,Duration
Steps on Broadway,11:00 am EST,none,In-Studio Adv/Beg Broadway Tap,Andrew Black,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:00 pm EST,none,In-Studio Int Tap,Christina Carminucci,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,12:45 pm EST,none,In-Studio Beg Broadway Tap,Andrew Black,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085536&classDate=2/13/2024&clsLoc=1,In-Studio Adv/Beg Tap,Alexander MacDonald,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,5:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087090&classDate=2/13/2024&clsLoc=1,In-Studio Int Tap,Alexander MacDonald,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085539&classDate=2/13/2024&clsLoc=1,In-Studio Beg Broadway Tap,Andrew Winans,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087091&classDate=2/13/2024&clsLoc=1,In-Studio Adv Tap,Christina Carminucci,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,11:30 am EST,none,In-Studio Adv/Beg Theater Jazz,Rachel Leigh Dolan,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:00 pm EST,none,In-Studio Int Classic Theater Jazz,Dana Moore,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,1:15 pm EST,none,In-Studio Adv Theater Dance,Shannon Lewis,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,4:45 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147086999&classDate=2/13/2024&clsLoc=1,In-Studio Adv/Int Theater Jazz,Beau Harmon (3),Steps on Broadway,1 hour &30 minutes
Steps on Broadway,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087815&classDate=2/13/2024&clsLoc=1,In-Studio Adv/Beg Theater Jazz,Lisa Biagini,Steps on Broadway,1 hour &30 minutes
Steps on Broadway,7:00 pm EST,none,In-Studio Open Afro Brazilian,Cancelled Today,Steps on Broadway,1 hour &30 minutes
