Studio,Start time,,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7973&classDate=2/13/2024&clsLoc=1,IN-STUDIO Advanced Beginner Ballet,Sean Kelly,none,Studio 4,1 hour &30 minutes
Ballet Academy East,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7993&classDate=2/13/2024&clsLoc=1,IN-STUDIO Intermediate Ballet,Julie Voshell,none,Studio 5,1 hour &30 minutes
Ballet Academy East,7:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7929&classDate=2/13/2024&clsLoc=1,IN-STUDIO Introduction to Ballet,Hope Ruth,none,Studio 3,1 hour &30 minutes
Ballet Academy East,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7943&classDate=2/13/2024&clsLoc=1,IN-STUDIO Basic Beginner Ballet,Ashley Talluto,none,Studio 2,1 hour &30 minutes
Ballet Academy East,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7957&classDate=2/13/2024&clsLoc=1,IN-STUDIO Beginner Ballet,Sean Kelly,none,Studio 4,1 hour &30 minutes
