Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=9185&classDate=2/13/2024&clsLoc=1,In-StudioQ: UNTOUCHABLE | ITZY (Part 2),Maylin Ramos,Flushing,1 hour &20 minutes
ILoveDance,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=9212&classDate=2/13/2024&clsLoc=1,In-StudioQ: Sweet Venom | ENHYPEN (Part 2),Ness Martinez,Flushing,1 hour &20 minutes
