Studio,Time,Classes,Instructor,Sign up,Date,Style
BAE,09:00:00,Adv Beg Ballet,Shirley Bassat,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7851&classDate=8/18/2023&clsLoc=1,2023-08-18,Ballet
Ballet Arts,09:30:00,Rise & Ballet!,Joan Liu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2375&classDate=8/18/2023&clsLoc=1,2023-08-18,Ballet
Gibney 280,10:00:00,Gaga/People At 280,Rotating Gaga Teachers,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12676&classDate=8/18/2023&clsLoc=1,2023-08-18,Contemporary/Modern
Peridance,10:00:00,Adv Ballet,Shimon Ito (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5028&classDate=8/18/2023&clsLoc=1,2023-08-18,Ballet
BAE,10:00:00,Intro To Ballet,Marsha Knight (10),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7804&classDate=8/18/2023&clsLoc=1,2023-08-18,Ballet
BDC,10:00:00,Basic Contemp,Blue,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17516&classDate=8/18/2023&clsLoc=1,2023-08-18,Contemporary/Modern
BAE,10:00:00,Mat Pilates Class,Ashley Carter,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7864&classDate=8/18/2023&clsLoc=1,2023-08-18,Additional Disciplines
Gibney 280,10:00:00,Contemp,Thryn Saxon,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12616&classDate=8/18/2023&clsLoc=1,2023-08-18,Contemporary/Modern
Peridance,10:00:00,Int Contemp,Jordan Ryder,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6210&classDate=8/18/2023&clsLoc=1,2023-08-18,Contemporary/Modern
Gibney 280,10:00:00,Klein Technique Dance/Movement Class At 280,Barbara Mahler,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=59&classId=12612&classDate=8/18/2023&clsLoc=1,2023-08-18,Additional Disciplines
BDC,10:00:00,Basic Hip-Hop,AntBoogie,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17528&classDate=8/18/2023&clsLoc=1,2023-08-18,Street/Choreography
BDC,10:00:00,Adv Beg Tap,Madison Hilligoss,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17712&classDate=8/18/2023&clsLoc=1,2023-08-18,Tap
Mark Morris,10:00:00,Adv Ballet,Kelly Slough,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=4992&classDate=8/18/2023&clsLoc=1,2023-08-18,Ballet
Gibney 280,10:00:00,Ballet,Nina Goldman,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=54&classId=12611&classDate=8/18/2023&clsLoc=1,2023-08-18,Ballet
BDC,10:00:00,Basic Theater,Morgan Rose,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17511&classDate=8/18/2023&clsLoc=1,2023-08-18,Theater
Mark Morris,10:15:00,Cunningham Technique Open Class,Kimberly Bartosik *Cunningham  (9),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=28&classId=5060&classDate=8/18/2023&clsLoc=1,2023-08-18,Contemporary/Modern
