ILD NJ,09:30:00,Kpop Diet Dance,Min Seon Kim,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=6771&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
Peridance,10:00:00,Int Movement Fundamentals,Assaf Salhov,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6744&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
BDC,10:30:00,All Levels Stretch And Conditioning,Anthony Garza,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18294&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
BDC,11:00:00,Ed Dept Technique W/ Cornelius Carter,ProSem Master,none,2023-09-07,Additional Disciplines
Peridance,11:30:00,Open Yoga,Sarah Iguchi (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=4330&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
Gibney,12:00:00,Countertechnique,Francesca Dominguez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=12881&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
PJM,12:30:00,Open Kpop Girl Groups,Joy,none,2023-09-07,Additional Disciplines
BDC,12:30:00,Ed Dept Lab W/ Cornelius Carter,ProSem Master,none,2023-09-07,Additional Disciplines
BDC,13:30:00,All Levels Voice,Eric Fotre Leach,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17675&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
Steps,13:30:00,Pilates Mat,Cummings,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147085580&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
ILD NJ,16:45:00,Kids Kpop 9,MJ Choi,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8439&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
Mark Morris,18:00:00,Open Level Pilates,Lesley Garrison MMDG Dancer,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=29&classId=5534&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
Ailey,18:00:00,Zumba Fitness,Diego Chauca,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146824639&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
ILD NJ,18:00:00,Killin Me Good | Jihyo Part 1,MJ Choi,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8440&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
ILD Queens,18:00:00,Cake | Itzy Part 1,Winnie Chung,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8347&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
Mark Morris,18:15:00,Zumba,Bethina Sayegh-Flores,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=30&classId=5051&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
ILD NYC,18:30:00,Kpop Diet Dance,DJ McIver,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=6638&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
ILD NYC,18:30:00,Istj | Nct Dream Part 1,Ness Martinez,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8412&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
Steps,18:30:00,Cardio Dance,"Star, Hito",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087110&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
Cumbe,19:00:00,Chicago Style Steppin' All Levels,NY Chicago Style Steppers,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=4003&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
Cumbe,19:00:00,Asa!,Dianne Adkins-Forte,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=4130&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
ILD Queens,19:30:00,Fast Forward | Somi Part 1,Maylin Ramos,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8359&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
BDC,19:30:00,All Levels Cabaret Burlesque,Nathalie Marrable (9),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17622&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
ILD NJ,19:30:00,Cream Soda | Exo Part 1,Ying Dong,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=38&classId=8448&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
ILD NYC,19:40:00,Killin Me Good | Jihyo Part 1,Eunice Shin,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8420&classDate=9/7/2023&clsLoc=1,2023-09-07,Additional Disciplines
