Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17526&classDate=8/23/2023&clsLoc=1,IN-PERSON: Adv Beg HIP-HOP with Paolo Penala,Paolo Slice Penala,Studio 5,1 hour & 30 minutes
Broadway Dance Center,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17510&classDate=8/23/2023&clsLoc=1,IN-PERSON: Basic THEATER with Morgan Rose,Morgan Rose,Studio 3,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17644&classDate=8/23/2023&clsLoc=1,IN-PERSON: Int BALLET with Jamie Salmon,Cara Leggio (2),Studio 1,1 hour & 30 minutes
Broadway Dance Center,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17575&classDate=8/23/2023&clsLoc=1,IN-PERSON: Basic TAP with Tony Mayes,Mike Camire (4),Studio B,1 hour & 30 minutes
Broadway Dance Center,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17530&classDate=8/23/2023&clsLoc=1,IN-PERSON: Beg THEATER with Marjorie Failoni,Marjorie Failoni,Studio A,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17566&classDate=8/23/2023&clsLoc=1,IN-PERSON: All Levels PILATES with Joy Karley,Joy Karley,Studio 4,1 hour & 15 minutes
Broadway Dance Center,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17544&classDate=8/23/2023&clsLoc=1,IN-PERSON: Basic HIP-HOP with Geheny Rivera,Geheny Rivera,Studio 3,1 hour & 30 minutes
Broadway Dance Center,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17553&classDate=8/23/2023&clsLoc=1,IN-PERSON: Int THEATER with Lizz Picini,Ross Thompson (5),Studio 5,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17974&classDate=8/23/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY with Emily Greenwell,Laura Kaufman (6),Studio 1,1 hour & 30 minutes
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17803&classDate=8/23/2023&clsLoc=1,IN-PERSON: Adv Beg STREET JAZZ with Bo Park,Marlon Santana (7),Studio 5,1 hour & 30 minutes
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17638&classDate=8/23/2023&clsLoc=1,IN-PERSON: Adv Beg THEATER with Jason Wise,Jason Wise,Studio A,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17578&classDate=8/23/2023&clsLoc=1,IN-PERSON: Adv Beg BALLET with Deanna Doyle,Josh Kolberg (9),Studio 1,1 hour & 30 minutes
Broadway Dance Center,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18183&classDate=8/23/2023&clsLoc=1,IN-PERSON: All Levels DANCE TEAM PREP with Kristen Greto,Kristen Greto,Studio 3,1 hour & 30 minutes
Broadway Dance Center,4:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17989&classDate=8/23/2023&clsLoc=1,IN-PERSON: Int PRECISION JAZZ with Sarah Hoge,Sarah Hoge,Studio A,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,none,IN-PERSON: All Levels VOICE with Eric Fotre Leach,Canceled Today,none,1 hour & 30 minutes
Broadway Dance Center,5:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17878&classDate=8/23/2023&clsLoc=1,IN-PERSON: Beg TAP with Sydney Burtis,Sydney Burtis,Studio B,1 hour & 30 minutes
Broadway Dance Center,5:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17527&classDate=8/23/2023&clsLoc=1,IN-PERSON: Beg HIP-HOP with AntBoogie,AntBoogie,Studio 5,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18270&classDate=8/23/2023&clsLoc=1,IN-PERSON: Basic BALLET with Ted Keener,Ted Keener,Studio 4,1 hour & 30 minutes
Broadway Dance Center,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17672&classDate=8/23/2023&clsLoc=1,IN-PERSON: Int Adv TAP with Gwen Potter,Gwen Potter,Studio B,1 hour & 30 minutes
Broadway Dance Center,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17750&classDate=8/23/2023&clsLoc=1,IN-PERSON: Basic HIP-HOP with Q,Q,Studio 3,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17621&classDate=8/23/2023&clsLoc=1,IN-PERSON: All Levels BURLESQUE JAZZ with Tony Guerrero,Tony Guerrero,Studio 1,1 hour & 30 minutes
Broadway Dance Center,8:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17756&classDate=8/23/2023&clsLoc=1,IN-PERSON: Adv Beg HEELS with Yvonne Marie Sain,Sophia Marrapodi (13),Studio 5,1 hour & 30 minutes
Broadway Dance Center,8:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17918&classDate=8/23/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY with alma Collective,alma Collective,Studio A,1 hour & 30 minutes
Broadway Dance Center,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17663&classDate=8/23/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Dre Torres,Mike Camire (1),Studio B,1 hour & 30 minutes
Broadway Dance Center,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17734&classDate=8/23/2023&clsLoc=1,IN-PERSON: Beg LYRICAL with Emily Bufferd,Emily Bufferd,Studio A,1 hour & 30 minutes
Broadway Dance Center,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17026&classDate=8/23/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ with Ian Klein,Ian Klein (3),Studio 3,1 hour & 30 minutes
Broadway Dance Center,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17038&classDate=8/23/2023&clsLoc=1,IN-PERSON: Beg JAZZ FUNK with Chio,Chio,Studio 5,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17540&classDate=8/23/2023&clsLoc=1,IN-PERSON: Adv Beg BALLET with Natalya Stavro,Natalya Stavro,Studio 1,1 hour & 30 minutes
Broadway Dance Center,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17972&classDate=8/23/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ with Sheila Barker,Sheila Barker,Studio A,1 hour & 30 minutes
Broadway Dance Center,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17050&classDate=8/23/2023&clsLoc=1,IN-PERSON: Beg TAP with Doug Shankman,Doug Shankman,Studio B,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17564&classDate=8/23/2023&clsLoc=1,IN-PERSON: Beg BALLET with Joy Karley,Joy Karley,Studio 4,1 hour & 30 minutes
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17558&classDate=8/23/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Brent McBeth,Avital Asuleen (8),Studio B,1 hour & 30 minutes
