Studio,Start time,Sign up,Class Schedule,Instructor,Studio,Duration
Ailey Studios,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146823764&classDate=8/28/2023&clsLoc=1,ONLINE: Restorative Stretches for Adults,Sarita Allen,none,1 hour
Ailey Studios,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146823768&classDate=8/28/2023&clsLoc=1,ONLINE: West African,Maguette Camara,none,1 hour
Ailey Studios,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146823745&classDate=8/28/2023&clsLoc=1,ONLINE: African-Brazilian,Janete Da Silva,none,1 hour & 30 minutes
Ailey Studios,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146823747&classDate=8/28/2023&clsLoc=1,ONLINE: Beginner Ballet,Anna Lederfeind,none,1 hour & 30 minutes
Ailey Studios,6:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146823771&classDate=8/28/2023&clsLoc=1,ONLINE: Zumba,Will Negrillo,none,1 hour
Ailey Studios,7:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146823752&classDate=8/28/2023&clsLoc=1,ONLINE: Beginner Contemporary,Linda Celeste Sims,none,1 hour & 30 minutes
