Studio,Start time,Sign up,Classes,Instructor
Modega,5:00 PM EST • (85 min),https://sutrapro.com/modega/checkout/eQe0dT06p5VWTY8bi6Z9,Int./Adv. Choreography,Jaelen Williams
Modega,6:30 PM EST • (85 min),https://sutrapro.com/modega/checkout/qnRNQkbyoGogZWwqdB0A,Adv. Beginner/Int. Choreography,Unique Clay
Modega,6:30 PM EST • (85 min),https://sutrapro.com/modega/checkout/caRb1DLdrd1xzXIMQPAd,All Levels Waacking,Onjay
Modega,8:00 PM EST • (85 min),https://sutrapro.com/modega/checkout/0W1gkWGmMmGkBsIYRVEU,Beg./Adv. Beg. Choreography,Edson Maldonado
Modega,8:00 PM EST • (85 min),https://sutrapro.com/modega/checkout/OTWcU0FHgje4Ss2iB7KT,Intermediate House,Huu Rock
Modega,9:30 PM EST • (120 min),https://sutrapro.com/modega/checkout/T2qtbclZnlG4k3k027tj,"Open ""Modega"" Session",Huu Rock
