Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=6638&classDate=1/30/2024&clsLoc=1,In-StudioM: Kpop Diet Dance,DJ McIver,none,1 hour
ILoveDance,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8954&classDate=1/30/2024&clsLoc=1,In-StudioM: NewJeans | NewJeans (Part 3),Eunice Shin,Manhattan,1 hour &20 minutes
ILoveDance,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8974&classDate=1/30/2024&clsLoc=1,In-StudioM: Crazy Form | ATEEZ (Part 5),Fernando Farias,Manhattan,1 hour &20 minutes
