Studio,Start time,Sign up,Classes,Teacher,Pianist,Room,Duration
Ballet Academy East,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7870&classDate=8/26/2023&clsLoc=1,LIVE-STREAM Mat Pilates Class,Stephanie Rae Williams,none,none,1 hour
Ballet Academy East,11:45 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=7858&classDate=8/26/2023&clsLoc=1,LIVE-STREAMING Advanced Beginner Ballet,BAE Faculty (18),none,none,1 hour & 30 minutes
