Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,"1:00 pm EST
LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=35&classId=9089&classDate=1/6/2024&clsLoc=1,Online: Crazy Form | ATEEZ (Part 1),Ying Dong,none,1 hour &20 minutes
ILoveDance,"2:30 pm EST
LIVE STREAM",https://clients.mindbodyonline.com/ASP/res_a.asp?tg=35&classId=9104&classDate=1/6/2024&clsLoc=1,Online: BORN TO BE | ITZY (Part 1),Winnie Chung,none,1 hour &20 minutes
