Studio,Start time,Sign up,Classes,Teacher,Room,Duration
ILoveDance,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8333&classDate=8/30/2023&clsLoc=1,In-StudioQ: Whistle | BLACKPINK (ONE DAY),Eunice Shin,Flushing,1 hour & 20 minutes
ILoveDance,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8324&classDate=8/30/2023&clsLoc=1,In-StudioQ: TGIF | XG (ONE DAY),Maylin Ramos,Flushing,1 hour & 20 minutes
