Studio,Start time,,Classes,Teacher,Accompanist,Co-Teacher,Location,Duration
Peridance,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5028&classDate=3/15/2024&clsLoc=1,Adv Ballet,Artistic Director: Igal Perry,Raisa Umanskaya,none,Peridance Center,1 hour &30 minutes
Peridance,10:00 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6750&classDate=3/15/2024&clsLoc=1,Inter Contemporary,Alex Swader (1),none,none,Peridance Center,1 hour &30 minutes
Peridance,10:30 am EDT,none,Open Zena Rommett Floor-Barre ®,Cancelled Today,none,none,none,1 hour
Peridance,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=5375&classDate=3/15/2024&clsLoc=1,Beg Ballet,Yuka Kawazu,none,none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6752&classDate=3/15/2024&clsLoc=1,Beg House,Huu Rock,none,none,Peridance Center,1 hour &30 minutes
Peridance,11:30 am EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5519&classDate=3/15/2024&clsLoc=1,Inter Contemporary Release,Wesley Ensminger,none,none,Peridance Center,1 hour &30 minutes
Peridance,12:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6976&classDate=3/15/2024&clsLoc=1,Open Yoga,Sarah Iguchi,none,none,Peridance Center,1 hour
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5528&classDate=3/15/2024&clsLoc=1,Adv Contemporary,Elisabetta Minutoli,none,none,Peridance Center,1 hour &30 minutes
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5471&classDate=3/15/2024&clsLoc=1,Beg Waacking,Melanie Aguirre (2),none,none,Peridance Center,1 hour &30 minutes
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=55&classId=5382&classDate=3/15/2024&clsLoc=1,Inter Graham,Caterina Rago,none,none,Peridance Center,1 hour &30 minutes
Peridance,1:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6781&classDate=3/15/2024&clsLoc=1,Open Gyrokinesis®,Monica Ha (3),none,none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=5441&classDate=3/15/2024&clsLoc=1,Beg Contemporary Floorwork,Andrea Farley Shimota,none,none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7196&classDate=3/15/2024&clsLoc=1,Inter Countertechnique®,Cat Clifford,none,none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6249&classDate=3/15/2024&clsLoc=1,Open Dancehall,Korie Genius,none,none,Peridance Center,1 hour &30 minutes
Peridance,3:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6676&classDate=3/15/2024&clsLoc=1,Inter Choreography,Kara Lee (4),none,none,Peridance Center,1 hour &30 minutes
Peridance,4:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=7053&classDate=3/15/2024&clsLoc=1,Inter Contemporary Fusion,Macia Del Prete (5),none,none,Peridance Center,1 hour &30 minutes
Peridance,5:15 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6940&classDate=3/15/2024&clsLoc=1,Open Afrobeats,Djoniba Mouflet | DJONIBA DANCE CENTRE,none,none,Peridance Center,1 hour &15 minutes
Peridance,5:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5444&classDate=3/15/2024&clsLoc=1,Beg Choreography,Bo Belza,none,none,Peridance Center,1 hour &30 minutes
