Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,6:30 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=9298&classDate=3/15/2024&clsLoc=1,In-StudioM: SMART | LE SSERAFIM (Part 2),Winnie Chung,Manhattan,1 hour &20 minutes
ILoveDance,8:00 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=9249&classDate=3/15/2024&clsLoc=1,In-StudioM: Killin' It | P1Harmony (Part 2),Ying Dong,Manhattan,1 hour &20 minutes
