Studio,Start time,Classes,Instructor,Sign up
ILD NYC,12:30:00,Super Shy | Newjeans Part 3,Winnie Chung,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8157&classDate=8/19/2023&clsLoc=1
ILD NYC,14:00:00,Eta | Newjeans Part 3,MJ Choi,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8147&classDate=8/19/2023&clsLoc=1
ILD NYC,15:30:00,Seven | Jung Kook Part 3,Ying Dong,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8186&classDate=8/19/2023&clsLoc=1
ILD NYC,17:00:00,Shhh | Kiss Of Life Part 3,Maylin Ramos,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=39&classId=8166&classDate=8/19/2023&clsLoc=1
