Studio,Start time,,Class Schedule,Instructor,Studio,Duration
Ailey Studios,10:00 am EST,none,ONLINE: Restorative Stretches for Adults,Sarita Allen,none,1 hour
Ailey Studios,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146825211&classDate=11/27/2023&clsLoc=1,ONLINE: Hip-Hop Cardio,Matthew Johnson Harris,none,1 hour
Ailey Studios,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146824980&classDate=11/27/2023&clsLoc=1,ONLINE: Zumba,Carlos Chavez (1),none,1 hour
Ailey Studios,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146824961&classDate=11/27/2023&clsLoc=1,ONLINE: Beginner Ballet,Anna Lederfeind,none,1 hour &30 minutes
Ailey Studios,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146824977&classDate=11/27/2023&clsLoc=1,ONLINE: West African,Maguette Camara,none,1 hour
Ailey Studios,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=50&classId=2146824965&classDate=11/27/2023&clsLoc=1,ONLINE: Beginner Contemporary,Linda Celeste Sims,none,1 hour &30 minutes
