Studio,Start time,,Classes,Teacher,Assistant,Musician,Duration
Taylor School,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=33&classId=3723&classDate=2/15/2024&clsLoc=1,Yoga - Slow Flow Vinyasa,Erica Caruso,none,none,1 hour
Taylor School,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=25&classId=3649&classDate=2/15/2024&clsLoc=1,Professional Level Taylor Modern,Michelle Fleet (4),none,Riley Palmer,1 hour &30 minutes
Taylor School,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=33&classId=3721&classDate=2/15/2024&clsLoc=1,FLOCK with Florian Lochner,Florian Lochner,none,none,1 hour &30 minutes
Taylor School,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=3697&classDate=2/15/2024&clsLoc=1,Modern Fundamentals,lisa nevada,none,none,1 hour &30 minutes
