Studio,Start time,,Classes,Teacher,Assistant,Musician,Duration
Taylor School,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=3740&classDate=3/7/2024&clsLoc=1,Slow Flow Vinyasa Yoga,Erica Caruso,none,none,1 hour
Taylor School,10:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=25&classId=3649&classDate=3/7/2024&clsLoc=1,Professional Level Taylor Modern,Michelle Fleet (4),none,Nezih Antakli,1 hour &30 minutes
Taylor School,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=3697&classDate=3/7/2024&clsLoc=1,Modern Fundamentals,lisa nevada,none,none,1 hour &30 minutes
