Studio,Time,Classes,Instructor,Sign up,Date,Style
BDC,09:00:00,Beg Street Styles,Chris Palacio,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=20976&classDate=12/15/2024&clsLoc=1,2024-12-15,Street/Choreography
Brickhouse,09:00:00,Kids X Factory Training,Kelly Peters,none,2024-12-15,Additional Disciplines
BDC,09:00:00,Int Lyrical,Emily Bufferd,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21445&classDate=12/15/2024&clsLoc=1,2024-12-15,Contemporary/Modern
BDC,09:15:00,All Levels Chakra Yoga,Renata Bonar,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21443&classDate=12/15/2024&clsLoc=1,2024-12-15,Additional Disciplines
Ballet Arts,09:30:00,Adv Beg Ballet,Yumiko Niimi,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=23&classId=2352&classDate=12/15/2024&clsLoc=1,2024-12-15,Ballet
Ballet Arts,09:30:00,Adv Beg Ballet,Yumiko Niimi,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2354&classDate=12/15/2024&clsLoc=1,2024-12-15,Ballet
Steps,09:30:00,Int Ballet,Linda Gelinas,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147090534&classDate=12/15/2024&clsLoc=1,2024-12-15,Ballet
Ailey,10:00:00,Zumba,Tatiana Maya,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146828545&classDate=12/15/2024&clsLoc=1,2024-12-15,Additional Disciplines
Ballet Arts,10:00:00,Raise Your Voice Vocal Training For Dancers,Enzo Veiga,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=2416&classDate=12/15/2024&clsLoc=1,2024-12-15,Additional Disciplines
Gibney,10:00:00,Adult Open Contemp,Phoebe Ballard,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=52&classId=13443&classDate=12/15/2024&clsLoc=1,2024-12-15,Contemporary/Modern
Ailey,10:00:00,Beg Ballet,Anna Lederfeind,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146828493&classDate=12/15/2024&clsLoc=1,2024-12-15,Ballet
Peridance,10:00:00,Open Ballet,Bivi Kimura,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=45&classId=4873&classDate=12/15/2024&clsLoc=1,2024-12-15,Ballet
BAE,10:00:00,Adv Beg Ballet,Marsha Knight (12),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8405&classDate=12/15/2024&clsLoc=1,2024-12-15,Ballet
Peridance,10:00:00,Open Contemp,Miho Ryu,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=8091&classDate=12/15/2024&clsLoc=1,2024-12-15,Contemporary/Modern
BDC,10:30:00,Basic Tap,Mike Camire,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19787&classDate=12/15/2024&clsLoc=1,2024-12-15,Tap
BDC,10:30:00,Beg Ballet,Joy Karley,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19806&classDate=12/15/2024&clsLoc=1,2024-12-15,Ballet
Steps,10:30:00,Adv Ballet,Karin Averty,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147087047&classDate=12/15/2024&clsLoc=1,2024-12-15,Ballet
BDC,10:30:00,Adv Beg Broadway Jazz,Sue Samuels,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=19620&classDate=12/15/2024&clsLoc=1,2024-12-15,Theater
BDC,10:30:00,Adv Beg Hip-Hop,Nick Kim,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21678&classDate=12/15/2024&clsLoc=1,2024-12-15,Street/Choreography
Cumbe,10:30:00,Belly Dancing All Levels,Jaida,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=4202&classDate=12/15/2024&clsLoc=1,2024-12-15,Additional Disciplines
BDC,10:30:00,Beg Contemp,Lorena Cobos (1),https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=21524&classDate=12/15/2024&clsLoc=1,2024-12-15,Contemporary/Modern
SassClass,10:50:00,Sexy Stilettos,Sophia,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=716&classDate=12/15/2024&clsLoc=1,2024-12-15,Street/Choreography
Steps,11:00:00,Int Tap,Felipe Galganni,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147091365&classDate=12/15/2024&clsLoc=1,2024-12-15,Tap
SassClass,11:00:00,Fierce Feminine Hip-Hop,Mary,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=1007&classDate=12/15/2024&clsLoc=1,2024-12-15,Street/Choreography
Ailey,11:00:00,Pilates Fusion,Olivia Bowman-Jackson,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=12&classId=2146828539&classDate=12/15/2024&clsLoc=1,2024-12-15,Street/Choreography
Steps,11:00:00,Adv/Beg Contemp,Clinton Edward,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=80&classId=2147089403&classDate=12/15/2024&clsLoc=1,2024-12-15,Contemporary/Modern
