Studio,Start time,,Classes,Teacher,Room,Duration
ILoveDance,5:45 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=8621&classDate=5/6/2024&clsLoc=1,In-StudioQ: Kids Kpop (8 - 12 years old),Eunice Shin,Flushing,1 hour
ILoveDance,6:50 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=9721&classDate=5/6/2024&clsLoc=1,In-StudioQ: Midas Touch | KISS OF LIFE (Part 2),Eunice Shin,Flushing,1 hour &20 minutes
ILoveDance,8:10 pm EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=37&classId=9749&classDate=5/6/2024&clsLoc=1,In-StudioQ: All Levels Jazz Funk,Fernando Farias,Flushing,1 hour &20 minutes
